"Time","camera_rel_pose_dphi","camera_rel_pose_dx","camera_rel_pose_dy","fusion_rel_pose_dphi","fusion_rel_pose_dx","fusion_rel_pose_dy","groundtruth_follow_longi_velocity","groundtruth_lead_longi_velocity","groundtruth_rel_pose_dphi","groundtruth_rel_pose_dx","groundtruth_rel_pose_dy","lidar_rel_pose_dphi","lidar_rel_pose_dx","lidar_rel_pose_dy"
80.661,-0.01183184848,3.52952653,0.01055763295,0.002679532649,3.529031555,0.07151217485,4.170853979,4.17084761,0.0001038082127,3.478475632,0.004421784775,-0.02740371038,3.504144687,0.119888613
80.671,-0.01183184848,3.52952653,0.01055763295,0.002673587582,3.529032476,0.07152493728,4.170843498,4.170837107,9.654940405e-05,3.478475589,0.004377892617,-0.02740371038,3.504144687,0.119888613
80.681,-0.01183184848,3.52952653,0.01055763295,0.002666287681,3.529032359,0.07168068657,4.170832483,4.170826071,8.93165129e-05,3.478475547,0.00433414724,-0.02740371038,3.504144687,0.119888613
80.691,-0.01183184848,3.52952653,0.01055763295,0.002659914538,3.529032872,0.0716965018,4.170820945,4.170814513,8.210945133e-05,3.478475503,0.004290548229,-0.02740371038,3.504144687,0.119888613
80.701,-0.01183184848,3.52952653,0.01055763295,0.002652727726,3.529032927,0.07184603487,4.170808895,4.170802445,7.492812924e-05,3.47847546,0.004247095183,-0.02740371038,3.504144687,0.119888613
80.711,-0.01183184848,3.52952653,0.01055763295,0.002807468001,3.529031144,0.07982802257,4.170796345,4.170789877,6.777245721e-05,3.478475415,0.004203787715,-0.04974116677,3.51969534,0.2340828584
80.721,-0.01183184848,3.52952653,0.01055763295,0.002799317967,3.529030964,0.08002946484,4.170783305,4.17077682,6.064234805e-05,3.478475371,0.004160625454,-0.04974116677,3.51969534,0.2340828584
80.731,-0.01183184848,3.52952653,0.01055763295,0.002794719133,3.529031672,0.08003208203,4.170769787,4.170763286,5.353771693e-05,3.478475325,0.004117608044,-0.04974116677,3.51969534,0.2340828584
80.741,-0.01183184848,3.52952653,0.01055763295,0.00278740992,3.529031677,0.08022060817,4.170755801,4.170749285,4.645848075e-05,3.47847528,0.004074735138,-0.04974116677,3.51969534,0.2340828584
80.751,-0.01183184848,3.52952653,0.01055763295,0.002781614421,3.529032677,0.08023055001,4.170741359,4.170734828,3.94045574e-05,3.478475234,0.004032006403,-0.04974116677,3.51969534,0.2340828584
80.761,-0.01183184848,3.52952653,0.01055763295,0.002774541864,3.52903256,0.08041046964,4.170726471,4.170719926,3.237586503e-05,3.478475188,0.003989421512,-0.04974116677,3.51969534,0.2340828584
80.771,-0.01183184848,3.52952653,0.01055763295,0.00292026538,3.529029699,0.08796301612,4.170711147,4.170704589,2.537232157e-05,3.478475141,0.003946980152,-0.0500782211,3.52000794,0.234091708
80.781,-0.01183184848,3.52952653,0.01055763295,0.002912308284,3.529029664,0.08819010353,4.170695399,4.170688829,1.839384444e-05,3.478475094,0.003904682015,-0.0500782211,3.52000794,0.234091708
80.791,-0.01183184848,3.52952653,0.01055763295,0.002907960805,3.529030859,0.08819148769,4.170679237,4.170656078,8.97321728e-06,3.520181539,0.00387229389,-0.0500782211,3.52000794,0.234091708
80.801,-0.01183184848,3.52952653,0.01055763295,0.002900809578,3.52903073,0.0884046296,4.170662671,4.170656078,4.51175574e-06,3.478474998,0.003820514239,-0.0500782211,3.52000794,0.234091708
80.811,-0.01183184848,3.52952653,0.01055763295,0.00289529954,3.529031563,0.08841316735,4.170645711,4.170639108,-2.392023882e-06,3.47847495,0.003778644041,-0.0500782211,3.52000794,0.234091708
80.821,-0.01183184848,3.52952653,0.01055763295,0.002888378918,3.529031628,0.08861656994,4.170628367,4.170621755,-9.271073035e-06,3.478474901,0.003736915948,-0.0500782211,3.52000794,0.234091708
80.831,-0.01183184848,3.52952653,0.01055763295,0.003023931039,3.529028154,0.09569442497,4.170610651,4.17060403,-1.612547651e-05,3.478474852,0.003695329707,-0.05033823658,3.520307611,0.2327544395
80.841,-0.01183184848,3.52952653,0.01055763295,0.003016179545,3.529028002,0.09594052441,4.170592571,4.170585943,-2.295531916e-05,3.478474802,0.003653885079,-0.05033823658,3.520307611,0.2327544395
80.851,-0.01183184848,3.52952653,0.01055763295,0.003012013696,3.52902887,0.09594326866,4.170574138,4.170548719,-3.228349225e-05,3.520180238,0.003620831357,-0.05033823658,3.520307611,0.2327544395
80.861,-0.01183184848,3.52952653,0.01055763295,0.003005024106,3.529028855,0.09617485404,4.17055536,4.170529602,-3.907368471e-05,3.520180006,0.003579419569,-0.05033823658,3.520307611,0.2327544395
80.871,-0.01183184848,3.52952653,0.01055763295,0.002999731767,3.529030031,0.09618454966,4.170536249,4.170510161,-4.583955487e-05,3.52017977,0.003538149669,-0.05033823658,3.520307611,0.2327544395
80.881,-0.01183184848,3.52952653,0.01055763295,0.00299295889,3.529029893,0.09640569723,4.170516814,4.170510161,-5.003077681e-05,3.478474601,0.003489518228,-0.05033823658,3.520307611,0.2327544395
80.891,-0.01183184848,3.52952653,0.01055763295,0.003121634365,3.529025421,0.103165246,4.170497063,4.170490406,-5.673908596e-05,3.47847455,0.003448778396,-0.05072151147,3.520602369,0.2341092488
80.901,-0.01183184848,3.52952653,0.01055763295,0.003114064258,3.529025312,0.1034260847,4.170477006,4.170470346,-6.342334186e-05,3.478474499,0.003408178933,-0.05072151147,3.520602369,0.2341092488
80.911,-0.01183184848,3.52952653,0.01055763295,0.00311008126,3.529026631,0.1034316668,4.170456652,4.170449989,-7.008362881e-05,3.478474447,0.003367719715,-0.05072151147,3.520602369,0.2341092488
80.921,-0.01183184848,3.52952653,0.01055763295,0.003103248902,3.529026436,0.1036775811,4.170436011,4.170429346,-7.672003225e-05,3.478474395,0.003327400639,-0.05072151147,3.520602369,0.2341092488
80.931,-0.01183184848,3.52952653,0.01055763295,0.003098152508,3.529027476,0.1036900258,4.170415091,4.170408425,-8.333263956e-05,3.478474343,0.003287221552,-0.05072151147,3.520602369,0.2341092488
80.941,-0.01183184848,3.52952653,0.01055763295,0.003091527598,3.529027519,0.1039250287,4.170393901,4.170387235,-8.992153915e-05,3.47847429,0.003247182263,-0.05072151147,3.520602369,0.2341092488
80.951,0.02763876134,3.506072895,0.01285014967,0.003210686538,3.529022614,0.1102470096,4.17037245,4.170365784,-9.648681924e-05,3.478474237,0.003207282563,-0.05096981076,3.520893324,0.2327475308
80.961,0.02763876134,3.506072895,0.01285014967,0.00320331469,3.529022446,0.1105180656,4.170350746,4.170344081,-0.0001030285669,3.478474184,0.003167522202,-0.05096981076,3.520893324,0.2327475308
80.971,0.02763876134,3.506072895,0.01285014967,0.003199428604,3.529023565,0.1105282398,4.170328799,4.170322135,-0.0001095468667,3.47847413,0.003127900927,-0.05096981076,3.520893324,0.2327475308
80.981,0.02763876134,3.506072895,0.01285014967,0.003192748733,3.529023598,0.1107843548,4.170306616,4.170299954,-0.0001160418004,3.478474077,0.003088418525,-0.05096981076,3.520893324,0.2327475308
80.991,0.02763876134,3.506072895,0.01285014967,0.003187801735,3.529024922,0.1108010928,4.170284205,4.170277545,-0.0001225134478,3.478474023,0.003049074838,-0.05096981076,3.520893324,0.2327475308
81.001,0.02763876134,3.506072895,0.01285014967,0.003181316477,3.529024827,0.1110460973,4.170261575,4.170254918,-0.0001289618888,3.478473968,0.003009869732,-0.05096981076,3.520893324,0.2327475308
81.011,0.01640345992,3.494236614,0.01134840308,0.003294307172,3.529019061,0.1170872954,4.170238734,4.17023208,-0.0001353872039,3.478473914,0.002970803082,-0.05134189013,3.521176067,0.2341260383
81.021,0.01640345992,3.494236614,0.01134840308,0.003287108852,3.529018998,0.1173660432,4.17021569,4.170209039,-0.0001417894744,3.478473859,0.002931874769,-0.05134189013,3.521176067,0.2341260383
81.031,0.01640345992,3.494236614,0.01134840308,0.003283336722,3.529020462,0.117381479,4.170192449,4.170185804,-0.0001481687819,3.478473804,0.002893084677,-0.05134189013,3.521176067,0.2341260383
81.041,0.01640345992,3.494236614,0.01134840308,0.003276804827,3.529020321,0.1176453103,4.170169021,4.170162381,-0.0001545252082,3.478473749,0.002854432686,-0.05134189013,3.521176067,0.2341260383
81.051,0.01640345992,3.494236614,0.01134840308,0.003271998776,3.529021264,0.1176671443,4.170145411,4.170138777,-0.0001608588323,3.478473694,0.002815918669,-0.05134189013,3.521176067,0.2341260383
81.061,0.01640345992,3.494236614,0.01134840308,0.003265653389,3.529021232,0.117919783,4.170121629,4.170115001,-0.0001671697309,3.478473639,0.002777542492,-0.05134189013,3.521176067,0.2341260383
81.071,0.02332491289,3.475375052,0.009028014258,0.003245596333,3.528946523,0.117598075,4.170097678,4.170091056,-0.0001734579814,3.478473583,0.002739303992,-0.02381768233,3.499622019,0.1117994643
81.081,0.02332491289,3.475375052,0.009028014258,0.003239342426,3.528946423,0.1178385129,4.170073565,4.170066951,-0.0001797236641,3.478473527,0.002701202999,-0.02381768233,3.499622019,0.1117994643
81.091,0.02332491289,3.475375052,0.009028014258,0.00323428005,3.528947646,0.1178769317,4.170049297,4.170042689,-0.0001859668623,3.478473471,0.002663239354,-0.02381768233,3.499622019,0.1117994643
81.101,0.02332491289,3.475375052,0.009028014258,0.003228073331,3.528947821,0.1181085596,4.170024878,4.170018276,-0.0001921876609,3.478473415,0.002625412918,-0.02381768233,3.499622019,0.1117994643
81.111,0.02332491289,3.475375052,0.009028014258,0.003222892252,3.528949217,0.118148295,4.170000313,4.169993719,-0.0001983861467,3.478473359,0.002587723549,-0.02381768233,3.499622019,0.1117994643
81.121,0.02332491289,3.475375052,0.009028014258,0.00321672954,3.528949291,0.1183717181,4.16997561,4.169969023,-0.0002045624071,3.478473303,0.002550171098,-0.02381768233,3.499622019,0.1117994643
81.131,0.03088189104,3.479702257,0.008678936831,0.003196057492,3.528874719,0.1180453738,4.169950773,4.169944193,-0.0002107165291,3.478473247,0.002512755406,-0.02389697696,3.499670444,0.1117970091
81.141,0.03088189104,3.479702257,0.008678936831,0.003189951832,3.528874966,0.1182586296,4.169925807,4.169919234,-0.0002168485994,3.47847319,0.002475476307,-0.02389697696,3.499670444,0.1117970091
81.151,0.03088189104,3.479702257,0.008678936831,0.003184758406,3.528876319,0.1183106972,4.169900717,4.169894152,-0.0002229587041,3.478473134,0.002438333616,-0.02389697696,3.499670444,0.1117970091
81.161,0.03088189104,3.479702257,0.008678936831,0.003178687248,3.528876445,0.1185170446,4.16987551,4.169868952,-0.0002290469282,3.478473077,0.002401327122,-0.02389697696,3.499670444,0.1117970091
81.171,0.03088189104,3.479702257,0.008678936831,0.003173432426,3.528877581,0.1185700864,4.16985019,4.16984364,-0.0002351133564,3.47847302,0.002364456575,-0.02389697696,3.499670444,0.1117970091
81.181,0.03088189104,3.479702257,0.008678936831,0.003167404861,3.528877927,0.1187699332,4.169824763,4.16981822,-0.0002411580718,3.478472964,0.002327721719,-0.02389697696,3.499670444,0.1117970091
81.191,0.03088189104,3.479702257,0.008678936831,0.003146267799,3.528804161,0.1184380114,4.169799233,4.169792698,-0.000247181157,3.478472907,0.002291122288,-0.02397429915,3.499718058,0.1117946278
81.201,0.03088189104,3.479702257,0.008678936831,0.003140295897,3.528804409,0.1186291726,4.169773606,4.169767079,-0.0002531826942,3.47847285,0.002254658012,-0.02397429915,3.499718058,0.1117946278
81.211,0.03088189104,3.479702257,0.008678936831,0.003135028993,3.528805338,0.1186923057,4.169747887,4.169741368,-0.0002591627659,3.478472793,0.002218328611,-0.02397429915,3.499718058,0.1117946278
81.221,0.03088189104,3.479702257,0.008678936831,0.003129087565,3.528805678,0.1188780631,4.169722081,4.16971557,-0.000265121455,3.478472737,0.002182133799,-0.02397429915,3.499718058,0.1117946278
81.231,0.03088189104,3.479702257,0.008678936831,0.003123773393,3.528806859,0.1189420421,4.169696192,4.169689691,-0.0002710588447,3.47847268,0.002146073282,-0.02397429915,3.499718058,0.1117946278
81.241,0.03088189104,3.479702257,0.008678936831,0.003117869043,3.528807025,0.119122724,4.169670227,4.169663734,-0.000276975019,3.478472623,0.002110146763,-0.02397429915,3.499718058,0.1117946278
81.251,0.04213723831,3.50015844,0.006207288376,0.003096346039,3.528733177,0.1187848156,4.169644189,4.169637706,-0.0002828700619,3.478472567,0.002074353956,-0.02405037517,3.499766836,0.1117923473
81.261,0.04213723831,3.50015844,0.006207288376,0.00309049977,3.528733455,0.1189579816,4.169618085,4.16961161,-0.0002887440582,3.47847251,0.002038694566,-0.02405037517,3.499766836,0.1117923473
81.271,0.04213723831,3.50015844,0.006207288376,0.003085201902,3.528734659,0.1190301038,4.169591918,4.169585453,-0.0002945970934,3.478472454,0.002003168275,-0.02405037517,3.499766836,0.1117923473
81.281,0.04213723831,3.50015844,0.006207288376,0.00307938665,3.528734816,0.1191990708,4.169565694,4.169559238,-0.0003004292535,3.478472397,0.001967774745,-0.02405037517,3.499766836,0.1117923473
81.291,0.04213723831,3.50015844,0.006207288376,0.003074067662,3.528735758,0.1192718736,4.169539417,4.169532971,-0.0003062406244,3.478472341,0.001932513626,-0.02405037517,3.499766836,0.1117923473
81.301,0.04213723831,3.50015844,0.006207288376,0.003068291494,3.528736103,0.1194368794,4.169513093,4.169506657,-0.0003120312914,3.478472284,0.001897384564,-0.02405037517,3.499766836,0.1117923473
81.311,0.04213723831,3.50015844,0.006207288376,0.003046444659,3.528663093,0.1190927855,4.169486726,4.1694803,-0.0003178013397,3.478472228,0.001862387196,-0.0241242715,3.499813179,0.1117900985
81.321,0.04213723831,3.50015844,0.006207288376,0.003040726034,3.528663332,0.1192512382,4.16946032,4.169453905,-0.0003235508538,3.478472171,0.001827521157,-0.0241242715,3.499813179,0.1117900985
81.331,0.04213723831,3.50015844,0.006207288376,0.003035420908,3.528664311,0.1193307069,4.169433881,4.169427477,-0.0003292799179,3.478472115,0.001792786076,-0.0241242715,3.499813179,0.1117900985
81.341,0.04213723831,3.50015844,0.006207288376,0.003029731249,3.528664741,0.119485954,4.169407414,4.16940102,-0.0003349886166,3.478472059,0.001758181578,-0.0241242715,3.499813179,0.1117900985
81.351,0.04213723831,3.50015844,0.006207288376,0.003024416302,3.5286659,0.1195660068,4.169380922,4.169374539,-0.0003406770358,3.478472002,0.001723707281,-0.0241242715,3.499813179,0.1117900985
81.361,0.04213723831,3.50015844,0.006207288376,0.00301876245,3.528666186,0.1197182313,4.16935441,4.169348039,-0.0003463452618,3.478471946,0.001689362801,-0.0241242715,3.499813179,0.1117900985
81.371,0.04213723831,3.50015844,0.006207288376,0.003121889917,3.528664585,0.1253959011,4.169327884,4.169321524,-0.00035199338,3.47847189,0.001655147749,-0.05417219219,3.523908785,0.2341686106
81.381,0.04213723831,3.50015844,0.006207288376,0.003115529735,3.528664919,0.1255857076,4.169301347,4.169295,-0.000357621474,3.478471834,0.001621061733,-0.05417219219,3.523908785,0.2341686106
81.391,0.04213723831,3.50015844,0.006207288376,0.003111594877,3.52866617,0.1256543053,4.169274805,4.169268469,-0.0003632296259,3.478471778,0.001587104354,-0.05417219219,3.523908785,0.2341686106
81.401,0.04213723831,3.50015844,0.006207288376,0.003105844729,3.528666365,0.1258358468,4.16924826,4.169241937,-0.000368817917,3.478471722,0.001553275207,-0.05417219219,3.523908785,0.2341686106
81.411,0.04213723831,3.50015844,0.006207288376,0.003101056498,3.528667058,0.1259097023,4.169221719,4.169215408,-0.0003743864281,3.478471666,0.001519573881,-0.05417219219,3.523908785,0.2341686106
81.421,0.04213723831,3.50015844,0.006207288376,0.003095477017,3.528667272,0.1260860385,4.169195185,4.169188887,-0.0003799352397,3.47847161,0.001485999958,-0.05417219219,3.523908785,0.2341686106
81.431,0.04213723831,3.50015844,0.006207288376,0.003190338883,3.528665355,0.1313703837,4.169168662,4.169162377,-0.0003854644326,3.478471554,0.001452553013,-0.05436457181,3.524157527,0.2327181602
81.441,0.04213723831,3.50015844,0.006207288376,0.003184129566,3.52866533,0.1315800782,4.169142156,4.169135884,-0.0003909740878,3.478471498,0.001419232623,-0.05436457181,3.524157527,0.2327181602
81.451,0.04213723831,3.50015844,0.006207288376,0.003180407429,3.528666484,0.1316466711,4.169115669,4.169109411,-0.0003964642865,3.478471442,0.001386038366,-0.05436457181,3.524157527,0.2327181602
81.461,0.04213723831,3.50015844,0.006207288376,0.003174784227,3.528666727,0.1318472319,4.169089207,4.169082962,-0.0004019351097,3.478471386,0.001352969825,-0.05436457181,3.524157527,0.2327181602
81.471,0.04213723831,3.50015844,0.006207288376,0.003170230664,3.528668029,0.1319189783,4.169062773,4.169056543,-0.0004073866388,3.47847133,0.00132002658,-0.05436457181,3.524157527,0.2327181602
81.481,0.04213723831,3.50015844,0.006207288376,0.003164774423,3.528668184,0.1321134081,4.169036371,4.169030156,-0.0004128189562,3.478471274,0.001287208193,-0.05436457181,3.524157527,0.2327181602
81.491,0.04213723831,3.50015844,0.006207288376,0.00302739807,3.528720471,0.1264096231,4.169010006,4.169003805,-0.0004182321454,3.478471217,0.001254514209,-0.02131020029,3.554099158,0.01613313006
81.501,0.04213723831,3.50015844,0.006207288376,0.003022683506,3.528720891,0.1265575522,4.168983681,4.168977496,-0.0004236262899,3.478471161,0.001221944162,-0.02131020029,3.554099158,0.01613313006
81.511,0.04213723831,3.50015844,0.006207288376,0.003016716917,3.528721973,0.126653722,4.168957401,4.168951231,-0.0004290014732,3.478471105,0.001189497584,-0.02131020029,3.554099158,0.01613313006
81.521,0.04213723831,3.50015844,0.006207288376,0.003011531016,3.528722234,0.1268023499,4.16893117,4.168925015,-0.0004343577784,3.478471049,0.001157173998,-0.02131020029,3.554099158,0.01613313006
81.531,0.04213723831,3.50015844,0.006207288376,0.003006263166,3.528722914,0.1268951428,4.16890499,4.168898852,-0.0004396952878,3.478470992,0.001124972894,-0.02131020029,3.554099158,0.01613313006
81.541,0.04213723831,3.50015844,0.006207288376,0.003000993531,3.528723237,0.1270422177,4.168878866,4.168872744,-0.0004450140821,3.478470936,0.001092893759,-0.02131020029,3.554099158,0.01613313006
81.551,0.04213723831,3.50015844,0.006207288376,0.002868817252,3.528776669,0.1216100559,4.168852803,4.168846697,-0.0004503142407,3.478470879,0.00106093609,-0.02155850076,3.554290634,0.0161314016
81.561,0.04213723831,3.50015844,0.006207288376,0.002864198886,3.528776981,0.1217156382,4.168826802,4.168820713,-0.0004555958415,3.478470823,0.001029099395,-0.02155850076,3.554290634,0.0161314016
81.571,0.04213723831,3.50015844,0.006207288376,0.002858035674,3.528777778,0.1218253963,4.168800869,4.168794796,-0.0004608589625,3.478470766,0.000997383192,-0.02155850076,3.554290634,0.0161314016
81.581,0.04213723831,3.50015844,0.006207288376,0.002852958798,3.528778281,0.1219341163,4.168775006,4.16876895,-0.0004661036817,3.478470709,0.0009657870085,-0.02155850076,3.554290634,0.0161314016
81.591,0.04213723831,3.50015844,0.006207288376,0.002847517646,3.528779252,0.1220403177,4.168749217,4.168743179,-0.0004713300774,3.478470653,0.0009343103813,-0.02155850076,3.554290634,0.0161314016
81.601,0.04213723831,3.50015844,0.006207288376,0.002842359274,3.528779613,0.1221498281,4.168723505,4.168717485,-0.0004765382284,3.478470596,0.0009029528542,-0.02155850076,3.554290634,0.0161314016
81.611,0.04213723831,3.50015844,0.006207288376,0.002715363966,3.528833577,0.1169745586,4.168697874,4.168691872,-0.0004817282118,3.478470539,0.0008717139759,-0.02180268017,3.554477444,0.01612969494
81.621,0.04213723831,3.50015844,0.006207288376,0.002710828149,3.528834149,0.1170465235,4.168672328,4.168666344,-0.0004869001023,3.478470482,0.0008405933068,-0.02180268017,3.554477444,0.01612969494
81.631,0.04213723831,3.50015844,0.006207288376,0.002704544028,3.52883494,0.117165906,4.168646869,4.168640903,-0.0004920539755,3.478470425,0.0008095904435,-0.02180268017,3.554477444,0.01612969494
81.641,0.04213723831,3.50015844,0.006207288376,0.002699567037,3.528835327,0.1172428522,4.168621501,4.168615553,-0.0004971899099,3.478470368,0.0007787049803,-0.02180268017,3.554477444,0.01612969494
81.651,0.04213723831,3.50015844,0.006207288376,0.002694010589,3.528835662,0.1173586024,4.168596226,4.168590297,-0.0005023079871,3.478470311,0.0007479364821,-0.02180268017,3.554477444,0.01612969494
81.661,0.04213723831,3.50015844,0.006207288376,0.002688954845,3.528836053,0.1174381453,4.168571048,4.168565138,-0.0005074082915,3.478470254,0.0007172844971,-0.02180268017,3.554477444,0.01612969494
81.671,0.01432424063,3.515866298,0.002896097375,0.002566988722,3.528890977,0.1125066963,4.168545971,4.168540079,-0.0005124909091,3.478470197,0.000686748582,-0.02204171487,3.554660864,0.01612802673
81.681,0.01432424063,3.515866298,0.002896097375,0.002562528679,3.528891341,0.1125520745,4.168520996,4.168515123,-0.0005175559256,3.47847014,0.0006563282707,-0.02204171487,3.554660864,0.01612802673
81.691,0.01432424063,3.515866298,0.002896097375,0.00255619671,3.528891827,0.1126778879,4.168496126,4.168490273,-0.0005226034248,3.478470083,0.0006260230843,-0.02204171487,3.554660864,0.01612802673
81.701,0.01432424063,3.515866298,0.002896097375,0.00255131902,3.528892343,0.1127295967,4.168471365,4.168465533,-0.0005276334875,3.478470026,0.0005958325643,-0.02204171487,3.554660864,0.01612802673
81.711,0.01432424063,3.515866298,0.002896097375,0.002545703459,3.528893019,0.1128518019,4.168446716,4.168440903,-0.000532646192,3.478469969,0.0005657562678,-0.02204171487,3.554660864,0.01612802673
81.721,0.01432424063,3.515866298,0.002896097375,0.002540751154,3.528893364,0.112907481,4.168422181,4.168416388,-0.000537641615,3.478469912,0.0005357937604,-0.02204171487,3.554660864,0.01612802673
81.731,0.01432424063,3.515866298,0.002896097375,0.00242365674,3.52894868,0.1082076063,4.168397762,4.16839199,-0.0005426198328,3.478469855,0.0005059446103,-0.02227410753,3.554839259,0.01612640519
81.741,0.01432424063,3.515866298,0.002896097375,0.002419273443,3.528949253,0.1082320415,4.168373463,4.168367711,-0.0005475809215,3.478469798,0.000476208389,-0.02227410753,3.554839259,0.01612640519
81.751,0.01432424063,3.515866298,0.002896097375,0.002412930034,3.52894987,0.1083618473,4.168349285,4.168343555,-0.0005525249581,3.478469741,0.0004465846819,-0.02227410753,3.554839259,0.01612640519
81.761,0.01432424063,3.515866298,0.002896097375,0.002408148402,3.528950268,0.1083936217,4.168325232,4.168319523,-0.0005574520193,3.478469684,0.0004170730736,-0.02227410753,3.554839259,0.01612640519
81.771,0.01432424063,3.515866298,0.002896097375,0.002402528687,3.528950741,0.1085197752,4.168301306,4.168295617,-0.0005623621816,3.478469627,0.000387673143,-0.02227410753,3.554839259,0.01612640519
81.781,0.01432424063,3.515866298,0.002896097375,0.002397681712,3.528951302,0.1085565193,4.168277508,4.168271841,-0.0005672555226,3.47846957,0.0003583844619,-0.02227410753,3.554839259,0.01612640519
81.791,0.01432424063,3.515866298,0.002896097375,0.002285289616,3.529007537,0.1040767379,4.168253842,4.168248196,-0.0005721321206,3.478469514,0.0003292065958,-0.02250060565,3.555012866,0.01612482353
81.801,0.01432424063,3.515866298,0.002896097375,0.002280983042,3.529008059,0.1040847917,4.16823031,4.168224686,-0.0005769920548,3.478469457,0.0003001391066,-0.02250060565,3.555012866,0.01612482353
81.811,0.01432424063,3.515866298,0.002896097375,0.002274664501,3.529008297,0.1042166358,4.168206913,4.16820131,-0.0005818354046,3.478469401,0.0002711815558,-0.02250060565,3.555012866,0.01612482353
81.821,0.01432424063,3.515866298,0.002896097375,0.002269978013,3.529008855,0.1042327485,4.168183654,4.168178073,-0.0005866622496,3.478469344,0.000242333508,-0.02250060565,3.555012866,0.01612482353
81.831,0.01432424063,3.515866298,0.002896097375,0.0022643603,3.529009427,0.1043610309,4.168160535,4.168154976,-0.0005914726695,3.478469288,0.0002135945329,-0.02250060565,3.555012866,0.01612482353
81.841,0.01432424063,3.515866298,0.002896097375,0.002259609022,3.529009808,0.1043828889,4.168137558,4.168132021,-0.0005962667434,3.478469232,0.0001849642065,-0.02250060565,3.555012866,0.01612482353
81.851,0.0186099645,3.519408805,0.002208628105,0.002151752242,3.529066177,0.100112326,4.168114725,4.168109209,-0.0006010445508,3.478469175,0.0001564421117,-0.0227228935,3.555183319,0.01612327159
81.861,0.0186099645,3.519408805,0.002208628105,0.002147516696,3.529066733,0.1001077065,4.168092037,4.168086543,-0.000605806172,3.47846912,0.0001280278386,-0.0227228935,3.555183319,0.01612327159
81.871,0.0186099645,3.519408805,0.002208628105,0.002141251653,3.529067241,0.1002400436,4.168069496,4.168064025,-0.0006105516884,3.478469064,9.972098482e-05,-0.0227228935,3.555183319,0.01612327159
81.881,0.0186099645,3.519408805,0.002208628105,0.002136655609,3.529067619,0.1002439607,4.168047105,4.168041655,-0.0006152811807,3.478469008,7.152115521e-05,-0.0227228935,3.555183319,0.01612327159
81.891,0.0186099645,3.519408805,0.002208628105,0.00213107252,3.529067812,0.1003728219,4.168024865,4.168019437,-0.0006199947281,3.478468952,4.342795932e-05,-0.0227228935,3.555183319,0.01612327159
81.901,0.0186099645,3.519408805,0.002208628105,0.00212641553,3.529068259,0.1003830204,4.168002777,4.167997371,-0.0006246924108,3.478468897,1.544097725e-05,-0.0227228935,3.555183319,0.01612327159
81.911,-0.00251626168,3.516620295,0.001928333347,0.0020229287,3.529125414,0.0963114246,4.167980843,4.167975459,-0.0006293743116,3.478468842,-1.244026643e-05,-0.02294218714,3.555351667,0.01612174141
81.921,-0.00251626168,3.516620295,0.001928333347,0.002018765127,3.529125805,0.09629708241,4.167959064,4.167953703,-0.0006340405133,3.478468787,-4.021624887e-05,-0.02294218714,3.555351667,0.01612174141
81.931,-0.00251626168,3.516620295,0.001928333347,0.002012577747,3.529126083,0.09642871366,4.167937443,4.167932104,-0.0006386910957,3.478468732,-6.788740245e-05,-0.02294218714,3.555351667,0.01612174141
81.941,-0.00251626168,3.516620295,0.001928333347,0.002008072548,3.529126604,0.09642320211,4.16791598,4.167910663,-0.0006433261353,3.478468677,-9.545410342e-05,-0.02294218714,3.555351667,0.01612174141
81.951,-0.00251626168,3.516620295,0.001928333347,0.002002534716,3.529127104,0.09655150073,4.167894676,4.167889382,-0.0006479457059,3.478468623,-0.0001229166822,-0.02294218714,3.555351667,0.01612174141
81.961,-0.00251626168,3.516620295,0.001928333347,0.001997968713,3.529127449,0.09655265254,4.167873534,4.167868262,-0.0006525498798,3.478468569,-0.0001502754413,-0.02294218714,3.555351667,0.01612174141
81.971,-0.00251626168,3.516620295,0.001928333347,0.001898668244,3.52918457,0.09267041681,4.167852554,4.167847305,-0.0006571387286,3.478468515,-0.000177530673,-0.02315586748,3.555515577,0.01612024978
81.981,-0.00251626168,3.516620295,0.001928333347,0.001894570046,3.529185008,0.09264876534,4.167831737,4.16782651,-0.0006617123243,3.478468461,-0.000204682672,-0.02315586748,3.555515577,0.01612024978
81.991,-0.00251626168,3.516620295,0.001928333347,0.001888464359,3.529185368,0.09277880849,4.167811085,4.167805881,-0.0006662707393,3.478468407,-0.0002317317431,-0.02315586748,3.555515577,0.01612024978
82.001,-0.00251626168,3.516620295,0.001928333347,0.001884040496,3.529185607,0.09276614966,4.167790599,4.167785417,-0.0006708140469,3.478468354,-0.0002586782038,-0.02315586748,3.555515577,0.01612024978
82.011,-0.00251626168,3.516620295,0.001928333347,0.001878586318,3.529185856,0.09289287027,4.167770279,4.167765119,-0.0006753423212,3.478468301,-0.0002855223835,-0.02315586748,3.555515577,0.01612024978
82.021,-0.00251626168,3.516620295,0.001928333347,0.00187411179,3.529186253,0.09288705924,4.167750126,4.167744989,-0.0006798556369,3.478468248,-0.0003122646204,-0.02315586748,3.555515577,0.01612024978
82.031,-0.00251626168,3.516620295,0.001928333347,0.001778848011,3.529244238,0.08918498497,4.167730142,4.167725027,-0.0006843540688,3.478468195,-0.0003389052582,-0.02336140968,3.555673062,0.01611881411
