"Time","camera_rel_pose_dphi","camera_rel_pose_dx","camera_rel_pose_dy","fusion_rel_pose_dphi","fusion_rel_pose_dx","fusion_rel_pose_dy","groundtruth_follow_longi_velocity","groundtruth_lead_longi_velocity","groundtruth_rel_pose_dphi","groundtruth_rel_pose_dx","groundtruth_rel_pose_dy","lidar_rel_pose_dphi","lidar_rel_pose_dx","lidar_rel_pose_dy"
2.921,-0.006254279632,3.126941739,0.004773651098,-0.007009574172,3.174173517,0.005683396092,0.4856615219,0.4856615209,-5.211041931e-08,3.11,-3.736276623e-05,-0.009463703851,3.172507023,0.006630626224
2.931,-0.006254279632,3.126941739,0.004773651098,-0.007009584986,3.173772785,0.005654607071,0.5003521393,0.5003521383,-6.019411214e-08,3.11,-3.641747946e-05,-0.009463703851,3.172507023,0.006630626224
2.941,-0.006254279632,3.126941739,0.004773651098,-0.007009567412,3.173382617,0.005624731769,0.5150848232,0.5150848222,-6.932071783e-08,3.11,-3.529576081e-05,-0.009463703851,3.172507023,0.006630626224
2.951,-0.005427063738,3.127260111,0.004911919299,-0.007059651752,3.173108225,0.005611834679,0.5298028078,0.5298028069,-7.960578174e-08,3.11,-3.400017547e-05,-0.009514946773,3.17249877,0.006658823283
2.961,-0.005427063738,3.127260111,0.004911919299,-0.007059644927,3.172744466,0.005578646789,0.5444187457,0.5444187447,-9.11969833e-08,3.11,-3.257154725e-05,-0.009514946773,3.17249877,0.006658823283
2.971,-0.005427063738,3.127260111,0.004911919299,-0.007059668494,3.172419797,0.00554481641,0.5588769515,0.5588769287,-1.042958644e-07,3.11,-3.114633753e-05,-0.009514946773,3.17249877,0.006658823283
2.981,-0.005427063738,3.127260111,0.004911919299,-0.007059678833,3.17205549,0.005509961308,0.5732043812,0.573204177,-1.190148122e-07,3.109999998,-2.950483012e-05,-0.009514946773,3.17249877,0.006658823283
2.991,-0.005427063738,3.127260111,0.004911919299,-0.007059682077,3.171708062,0.005475594324,0.5874906254,0.5874903762,-1.351102159e-07,3.109999995,-2.679018971e-05,-0.009514946773,3.17249877,0.006658823283
3.001,-0.005427063738,3.127260111,0.004911919299,-0.007059589959,3.171336554,0.005440022092,0.6017731168,0.6017728598,-1.526075359e-07,3.109999992,-2.293061413e-05,-0.009514946773,3.17249877,0.006658823283
3.011,-0.005380655358,3.127276113,0.004919451923,-0.007109994336,3.171021418,0.005436498922,0.6160575379,0.6160572792,-1.718049334e-07,3.109999989,-1.823757542e-05,-0.009747753511,3.172240757,0.00717018763
3.021,-0.005380655358,3.127276113,0.004919451923,-0.007109858748,3.17065508,0.005399921467,0.6303441748,0.6303439153,-1.930228701e-07,3.109999986,-1.300317602e-05,-0.009747753511,3.172240757,0.00717018763
3.031,-0.005380655358,3.127276113,0.004919451923,-0.007109985674,3.17024651,0.005365076471,0.6446325146,0.6446322545,-2.165413846e-07,3.109999984,-7.411209181e-06,-0.009747753511,3.172240757,0.00717018763
3.041,-0.005380655358,3.127276113,0.004919451923,-0.007109899364,3.169847376,0.005327657667,0.6589219618,0.6589217011,-2.426095693e-07,3.109999981,-1.576399094e-06,-0.009747753511,3.172240757,0.00717018763
3.051,-0.005380655358,3.127276113,0.004919451923,-0.007110056944,3.169561489,0.005290974579,0.6732119412,0.6732116799,-2.714683964e-07,3.109999978,4.413908279e-06,-0.009747753511,3.172240757,0.00717018763
3.061,-0.005380655358,3.127276113,0.004919451923,-0.007110036637,3.169211933,0.005251938617,0.6875019088,0.6875016469,-3.033645568e-07,3.109999975,1.047891501e-05,-0.009747753511,3.172240757,0.00717018763
3.071,-0.005333144814,3.127292362,0.004927152505,-0.00714679016,3.169027008,0.005236973653,0.7017913508,0.7017910884,-3.385591216e-07,3.109999972,1.653591558e-05,-0.009170011999,3.172088503,0.006655252883
3.081,-0.005333144814,3.127292362,0.004927152505,-0.007146825482,3.168720827,0.005195653889,0.7160797645,0.7303662258,-7.974047804e-07,3.117265696,2.636311211e-05,-0.009170011999,3.172088503,0.006655252883
3.091,-0.005333144814,3.127292362,0.004927152505,-0.007146880941,3.16834609,0.005154094882,0.7303664882,0.7303662258,-4.199586725e-07,3.109999966,2.828303042e-05,-0.009170011999,3.172088503,0.006655252883
3.101,-0.005333144814,3.127292362,0.004927152505,-0.007146946282,3.168012018,0.005110792397,0.7446511647,0.7446509022,-4.667698725e-07,3.109999963,3.376052243e-05,-0.009170011999,3.172088503,0.006655252883
3.111,-0.005333144814,3.127292362,0.004927152505,-0.007146989652,3.16775279,0.005065976821,0.7589333168,0.7589330531,-5.180879041e-07,3.10999996,3.876258286e-05,-0.009170011999,3.172088503,0.006655252883
3.121,-0.005333144814,3.127292362,0.004927152505,-0.007147102834,3.167450272,0.00501978625,0.7732126043,0.7732123402,-5.742608611e-07,3.109999957,4.315237957e-05,-0.009170011999,3.172088503,0.006655252883
3.131,-0.01026518387,3.125340049,0.001121132177,-0.00717997606,3.167145621,0.005000258717,0.7874887867,0.7874885224,-6.356488984e-07,3.109999954,4.688479613e-05,-0.009146113541,3.172109063,0.00663541892
3.141,-0.01026518387,3.125340049,0.001121132177,-0.007180159243,3.166800373,0.004951336046,0.8017615998,0.8017613355,-7.026211171e-07,3.109999951,4.997504468e-05,-0.009146113541,3.172109063,0.00663541892
3.151,-0.01026518387,3.125340049,0.001121132177,-0.007180148159,3.16643925,0.004899876334,0.8160307877,0.8160305234,-7.755648053e-07,3.109999948,5.24480874e-05,-0.009146113541,3.172109063,0.00663541892
3.161,-0.01026518387,3.125340049,0.001121132177,-0.007180339905,3.166077487,0.004847835612,0.8302960787,0.8302958145,-8.548936299e-07,3.109999946,5.431191502e-05,-0.009146113541,3.172109063,0.00663541892
3.171,-0.01026518387,3.125340049,0.001121132177,-0.007180312335,3.165781122,0.004792600457,0.8445572398,0.8445569759,-9.410516573e-07,3.109999943,5.555501936e-05,-0.009146113541,3.172109063,0.00663541892
3.181,-0.01026518387,3.125340049,0.001121132177,-0.007180504302,3.165449499,0.004737165212,0.8588140788,0.8588138153,-1.034514631e-06,3.10999994,5.615350448e-05,-0.009146113541,3.172109063,0.00663541892
3.191,-0.02598784501,3.112815088,0.00171072907,-0.007209059594,3.165250915,0.004711389018,0.8730664434,0.8730661806,-1.13579033e-06,3.109999938,5.607798965e-05,-0.009126052054,3.172123753,0.00661979619
3.201,-0.02598784501,3.112815088,0.00171072907,-0.007209285388,3.164912688,0.004652601921,0.8873142229,0.8873139609,-1.245417682e-06,3.109999935,5.529821507e-05,-0.009126052054,3.172123753,0.00661979619
3.211,-0.02598784501,3.112815088,0.00171072907,-0.007209302196,3.164554205,0.004590817864,0.9015573763,0.9015571151,-1.363969681e-06,3.109999933,5.379113068e-05,-0.009126052054,3.172123753,0.00661979619
3.221,-0.02598784501,3.112815088,0.00171072907,-0.007209544387,3.164205297,0.004528812706,0.9157958973,0.9157956372,-1.492073749e-06,3.109999931,5.149599614e-05,-0.009126052054,3.172123753,0.00661979619
3.231,-0.02598784501,3.112815088,0.00171072907,-0.007209639121,3.163748987,0.004464355769,0.9300298128,0.9300295544,-1.63037363e-06,3.109999929,4.830196281e-05,-0.009126052054,3.172123753,0.00661979619
3.241,-0.02598784501,3.112815088,0.00171072907,-0.007209935824,3.163338038,0.004399277447,0.944259204,0.9442589475,-1.779546224e-06,3.109999927,4.412236073e-05,-0.009126052054,3.172123753,0.00661979619
3.251,-0.03601206451,3.109596704,0.001005161187,-0.007233747927,3.163221595,0.004367938404,0.9584841602,0.9584839061,-1.940309053e-06,3.109999925,3.898514069e-05,-0.009115907594,3.172154055,0.00660275018
3.261,-0.03601206451,3.109596704,0.001005161187,-0.007234085039,3.162860559,0.004298550384,0.9727047866,0.9727045349,-2.113396039e-06,3.109999923,3.299600078e-05,-0.009115907594,3.172154055,0.00660275018
3.271,-0.03601206451,3.109596704,0.001005161187,-0.00723410103,3.162514805,0.004224740942,0.9869212037,0.9869209548,-2.299575849e-06,3.109999921,2.626269969e-05,-0.009115907594,3.172154055,0.00660275018
3.281,-0.03601206451,3.109596704,0.001005161187,-0.007234425249,3.162153936,0.004151618437,1.001133546,1.0011333,-2.499664602e-06,3.109999919,1.885543475e-05,-0.009115907594,3.172154055,0.00660275018
3.291,-0.03601206451,3.109596704,0.001005161187,-0.007234500721,3.161802236,0.004074541399,1.015341962,1.015341719,-2.714539575e-06,3.109999917,1.080548976e-05,-0.009115907594,3.172154055,0.00660275018
3.301,-0.03601206451,3.109596704,0.001005161187,-0.007234823148,3.161442015,0.003998030719,1.02954661,1.029546372,-2.945235695e-06,3.109999915,2.126108013e-06,-0.009115907594,3.172154055,0.00660275018
3.311,0.0009455000971,3.124440793,0.00522404717,-0.007253195751,3.161318928,0.003963998571,1.043747663,1.057945105,-2.749799275e-06,3.120468497,-1.454879378e-05,-0.009111421466,3.172193581,0.006584765296
3.321,0.0009455000971,3.124440793,0.00522404717,-0.007253552287,3.160968515,0.003884110898,1.057945333,1.072139594,-2.996715916e-06,3.120611942,-2.483591633e-05,-0.009111421466,3.172193581,0.006584765296
3.331,0.0009455000971,3.124440793,0.00522404717,-0.007253708152,3.16060622,0.003800393907,1.072139817,1.072139594,-3.746908139e-06,3.10999991,-2.746170928e-05,-0.009111421466,3.172193581,0.006584765296
3.341,0.0009455000971,3.124440793,0.00522404717,-0.007254073475,3.160248402,0.003717380013,1.086331311,1.086331094,-4.054833329e-06,3.109999908,-3.836495313e-05,-0.009111421466,3.172193581,0.006584765296
3.351,0.0009455000971,3.124440793,0.00522404717,-0.007254282497,3.159983064,0.003629883041,1.10052002,1.100519809,-4.384777258e-06,3.109999906,-4.968060547e-05,-0.009111421466,3.172193581,0.006584765296
3.361,0.0009455000971,3.124440793,0.00522404717,-0.007254658012,3.159666073,0.003543581531,1.114706158,1.114705954,-4.738000696e-06,3.109999905,-6.132383017e-05,-0.009111421466,3.172193581,0.006584765296
3.371,0.001046054493,3.130919275,0.00465836315,-0.007273973089,3.159563868,0.003507256121,1.128889948,1.12888975,-5.116059398e-06,3.109999903,-7.319710983e-05,-0.009515684207,3.172725935,0.006568362675
3.381,0.001046054493,3.130919275,0.00465836315,-0.007274385524,3.159236698,0.003418434122,1.143071617,1.143071427,-5.520689602e-06,3.109999902,-8.519085112e-05,-0.009515684207,3.172725935,0.006568362675
3.391,0.001046054493,3.130919275,0.00465836315,-0.00727470344,3.158837309,0.003326528976,1.157251397,1.157251214,-5.953660021e-06,3.1099999,-9.718154126e-05,-0.009515684207,3.172725935,0.006568362675
3.401,0.001046054493,3.130919275,0.00465836315,-0.007275107281,3.158471749,0.003235668248,1.171429524,1.171429348,-6.41676382e-06,3.109999898,-0.0001090297357,-0.009515684207,3.172725935,0.006568362675
3.411,0.001046054493,3.130919275,0.00465836315,-0.007275539886,3.158139201,0.003141657226,1.185606234,1.185606066,-6.911861322e-06,3.109999897,-0.000120574985,-0.009515684207,3.172725935,0.006568362675
3.421,0.001046054493,3.130919275,0.00465836315,-0.007275944372,3.157786406,0.003049052296,1.199781766,1.199781605,-7.440872122e-06,3.109999895,-0.0001316257704,-0.009515684207,3.172725935,0.006568362675
3.431,-0.03101326969,3.121070011,0.003723036145,-0.007288555863,3.157720021,0.003018362394,1.213956357,1.213956202,-8.005751192e-06,3.109999894,-0.0001419610221,-0.00957224197,3.172795422,0.006568063418
3.441,-0.03101326969,3.121070011,0.003723036145,-0.007288977358,3.157369682,0.002924884893,1.228130241,1.228130092,-8.608494754e-06,3.109999892,-0.0001513338258,-0.00957224197,3.172795422,0.006568063418
3.451,-0.03101326969,3.121070011,0.003723036145,-0.007289627456,3.157068185,0.002829276085,1.242354373,1.242351888,-9.252738274e-06,3.109999877,-0.0001599377727,-0.00957224197,3.172795422,0.006568063418
3.461,-0.03101326969,3.121070011,0.003723036145,-0.00729009234,3.156740318,0.002734439684,1.256525695,1.256528122,-9.935835618e-06,3.109999883,-0.0001682614811,-0.00957224197,3.172795422,0.006568063418
3.471,-0.03101326969,3.121070011,0.003723036145,-0.007290868284,3.156382231,0.002640008298,1.270654929,1.270656064,-1.066124388e-05,3.10999989,-0.0001732268736,-0.00957224197,3.172795422,0.006568063418
3.481,-0.03101326969,3.121070011,0.003723036145,-0.007291200701,3.156040711,0.002547602225,1.284849593,1.284850512,-1.142745248e-05,3.109999904,-0.0001746104996,-0.00957224197,3.172795422,0.006568063418
3.491,0.0009820546319,3.130905305,0.004649025701,-0.007296472798,3.155922843,0.002533565209,1.29886958,1.298867891,-1.223371411e-05,3.109999894,-0.0001735560431,-0.009652500781,3.172881868,0.006572500329
3.501,0.0009820546319,3.130905305,0.004649025701,-0.007296693991,3.155551124,0.002443536643,1.312274876,1.312273252,-1.307989989e-05,3.109999875,-0.0001710695778,-0.009652500781,3.172881868,0.006572500329
3.511,0.0009820546319,3.130905305,0.004649025701,-0.007297986334,3.155211731,0.00235450358,1.325688972,1.338905154,-1.502520047e-05,3.123339868,-0.0001666108883,-0.009652500781,3.172881868,0.006572500329
3.521,0.0009820546319,3.130905305,0.004649025701,-0.007298456981,3.154862423,0.00226571431,1.338907879,1.338905154,-1.489057945e-05,3.109999823,-0.0001623022046,-0.009652500781,3.172881868,0.006572500329
3.531,0.0009820546319,3.130905305,0.004649025701,-0.00729970871,3.15451705,0.002177712541,1.351998181,1.351994924,-1.585531582e-05,3.109999788,-0.00015643048,-0.009652500781,3.172881868,0.006572500329
3.541,0.0009820546319,3.130905305,0.004649025701,-0.00730036574,3.154182152,0.002089290424,1.364939665,1.364935856,-1.686061008e-05,3.109999747,-0.0001497836692,-0.009652500781,3.172881868,0.006572500329
3.551,-0.005427063738,3.127260111,0.004911919299,-0.00729750416,3.154160634,0.0020895252,1.377740343,1.377735967,-1.790763041e-05,3.109999699,-0.0001425098068,-0.009692907519,3.17293497,0.006570904247
3.561,-0.005427063738,3.127260111,0.004911919299,-0.007298343438,3.153835107,0.002001232137,1.390398985,1.390394029,-1.899780905e-05,3.109999645,-0.0001347380365,-0.009692907519,3.17293497,0.006570904247
3.571,-0.005427063738,3.127260111,0.004911919299,-0.007299514487,3.153469636,0.001910802092,1.402917685,1.402912138,-2.01333216e-05,3.109999584,-0.0001265740195,-0.009692907519,3.17293497,0.006570904247
3.581,-0.005427063738,3.127260111,0.004911919299,-0.007300460778,3.153146426,0.001821656653,1.415297519,1.415291366,-2.131996244e-05,3.109999517,-0.0001180743824,-0.009692907519,3.17293497,0.006570904247
3.591,-0.005427063738,3.127260111,0.004911919299,-0.007301682298,3.152752825,0.001730045217,1.427540588,1.427533815,-2.25664653e-05,3.109999443,-0.0001092469792,-0.009692907519,3.17293497,0.006570904247
3.601,-0.005427063738,3.127260111,0.004911919299,-0.007302729516,3.152413835,0.001639933175,1.43964832,1.439640919,-2.388285187e-05,3.109999361,-0.0001000680875,-0.009692907519,3.17293497,0.006570904247
3.611,-0.009927528801,3.130365595,0.005072592616,-0.007289634096,3.152468862,0.001650266436,1.451622572,1.451614526,-2.527925e-05,3.109999273,-9.049534915e-05,-0.009644259928,3.172986417,0.006526700458
3.621,-0.009927528801,3.130365595,0.005072592616,-0.007290841395,3.152173491,0.001559612001,1.463465981,1.463457285,-2.676493593e-05,3.109999178,-8.047720866e-05,-0.009644259928,3.172986417,0.006526700458
3.631,-0.009927528801,3.130365595,0.005072592616,-0.007292305435,3.151822949,0.001465845894,1.475180036,1.475170681,-2.834811651e-05,3.109999076,-6.995915181e-05,-0.009644259928,3.172986417,0.006526700458
3.641,-0.009927528801,3.130365595,0.005072592616,-0.007293610478,3.151522589,0.001374344562,1.48676789,1.486757865,-3.00361551e-05,3.109998966,-5.888736666e-05,-0.009644259928,3.172986417,0.006526700458
3.651,-0.009927528801,3.130365595,0.005072592616,-0.007295432808,3.151235622,0.001280358309,1.498231452,1.498220758,-3.183592283e-05,3.10999885,-4.721043143e-05,-0.009644259928,3.172986417,0.006526700458
3.661,-0.009927528801,3.130365595,0.005072592616,-0.007296921837,3.150969812,0.001188421742,1.509573824,1.509562448,-3.375410741e-05,3.109998727,-3.488057916e-05,-0.009644259928,3.172986417,0.006526700458
3.671,-0.005427063738,3.127260111,0.004911919299,-0.007193641361,3.150863259,0.001147919805,1.520797342,1.520785286,-3.579746196e-05,3.109998596,-2.185633573e-05,3.386713452e-05,3.161069988,-3.321609174e-05
3.681,-0.005427063738,3.127260111,0.004911919299,-0.007195330999,3.150615964,0.001057290558,1.531905276,1.531892531,-3.797268226e-05,3.109998459,-8.101584531e-06,3.386713452e-05,3.161069988,-3.321609174e-05
3.691,-0.005427063738,3.127260111,0.004911919299,-0.007197482445,3.150214145,0.0009644474627,1.542899977,1.542886545,-4.028611313e-05,3.109998315,6.416370936e-06,3.386713452e-05,3.161069988,-3.321609174e-05
3.701,-0.005427063738,3.127260111,0.004911919299,-0.00719933905,3.149920676,0.000874039559,1.553785044,1.5537709,-4.274362266e-05,3.109998165,2.172800267e-05,3.386713452e-05,3.161069988,-3.321609174e-05
3.711,-0.005427063738,3.127260111,0.004911919299,-0.007202064777,3.149667011,0.0007816180809,1.564562896,1.564548032,-4.535077313e-05,3.109998011,3.786300703e-05,3.386713452e-05,3.161069988,-3.321609174e-05
3.721,-0.005427063738,3.127260111,0.004911919299,-0.007204235607,3.149410641,0.0006916133695,1.575237018,1.57522145,-4.811295647e-05,3.109997851,5.485257626e-05,3.386713452e-05,3.161069988,-3.321609174e-05
3.731,-0.005427063738,3.127260111,0.004911919299,-0.00710099426,3.149311923,0.0006705160357,1.585810553,1.585794312,-5.103508947e-05,3.109997684,7.27433767e-05,5.042856881e-05,3.16114415,-4.946151652e-05
3.741,-0.005427063738,3.127260111,0.004911919299,-0.00710343471,3.149065297,0.0005826101242,1.596286255,1.596269332,-5.412181737e-05,3.109997509,9.157637846e-05,5.042856881e-05,3.16114415,-4.946151652e-05
3.751,-0.005427063738,3.127260111,0.004911919299,-0.007106589059,3.148733742,0.0004918732978,1.60666789,1.606650274,-5.737756704e-05,3.109997326,0.0001113528007,5.042856881e-05,3.16114415,-4.946151652e-05
3.761,-0.005427063738,3.127260111,0.004911919299,-0.007109299363,3.148463957,0.0004045716284,1.616958632,1.616940322,-6.080620332e-05,3.109997137,0.0001320412396,5.042856881e-05,3.16114415,-4.946151652e-05
3.771,-0.005427063738,3.127260111,0.004911919299,-0.007113051651,3.148228389,0.0003149419255,1.627161489,1.627142482,-6.441102761e-05,3.109996942,0.0001535909176,5.042856881e-05,3.16114415,-4.946151652e-05
3.781,-0.005427063738,3.127260111,0.004911919299,-0.007116167441,3.147998531,0.00022844064,1.637279995,1.637260296,-6.819491464e-05,3.109996741,0.0001759434829,5.042856881e-05,3.16114415,-4.946151652e-05
3.791,-0.006272135857,3.126933537,0.00477044947,-0.007012361119,3.147839866,0.0002262440388,1.64731744,1.647297054,-7.216044138e-05,3.109996534,0.0001990400813,8.281212322e-05,3.161202785,-8.122712391e-05
3.801,-0.006272135857,3.126933537,0.00477044947,-0.007015729568,3.147556833,0.0001416280764,1.657277175,1.657256106,-7.630997547e-05,3.109996321,0.0002228249302,8.281212322e-05,3.161202785,-8.122712391e-05
3.811,-0.006272135857,3.126933537,0.00477044947,-0.007020286075,3.147359644,5.378611794e-05,1.667162225,1.667140474,-8.064572539e-05,3.109996101,0.0002472470172,8.281212322e-05,3.161202785,-8.122712391e-05
3.821,-0.006272135857,3.126933537,0.00477044947,-0.007024151243,3.147137225,-3.022194636e-05,1.676976128,1.676953703,-8.516976478e-05,3.109995876,0.0002722606984,8.281212322e-05,3.161202785,-8.122712391e-05
3.831,-0.006272135857,3.126933537,0.00477044947,-0.007028776989,3.146880364,-0.0001192642948,1.686722163,1.686699069,-8.988403571e-05,3.109995645,0.0002978254383,8.281212322e-05,3.161202785,-8.122712391e-05
3.841,-0.006272135857,3.126933537,0.00477044947,-0.007033027408,3.146657101,-0.0002032393406,1.696403649,1.696379891,-9.479034061e-05,3.109995408,0.0003239048244,8.281212322e-05,3.161202785,-8.122712391e-05
3.851,-0.02626983033,3.112386856,0.0016888239,-0.006929273054,3.146601031,-0.0001786293062,1.706023298,1.705998878,-9.98903261e-05,3.109995165,0.000350465122,-0.0003503117098,3.16184428,0.0003437485612
3.861,-0.02626983033,3.112386856,0.0016888239,-0.006933869549,3.146361029,-0.0002609757257,1.715579438,1.715554357,-0.0001051854643,3.109994916,0.0003774737495,-0.0003503117098,3.16184428,0.0003437485612
3.871,-0.02626983033,3.112386856,0.0016888239,-0.006939175604,3.146102099,-0.0003494698712,1.725075716,1.734489105,-0.000117054371,3.127255607,0.0004255023147,-0.0003503117098,3.16184428,0.0003437485612
3.881,-0.02626983033,3.112386856,0.0016888239,-0.006944176567,3.145862527,-0.0004320776519,1.73451548,1.734489105,-0.0001163661229,3.1099944,0.0004327037012,-0.0003503117098,3.16184428,0.0003437485612
3.891,-0.02626983033,3.112386856,0.0016888239,-0.00694966542,3.145543093,-0.0005217204594,1.74390213,1.74387512,-0.0001222535973,3.109994134,0.0004608556662,-0.0003503117098,3.16184428,0.0003437485612
3.901,-0.02626983033,3.112386856,0.0016888239,-0.006955015603,3.145278817,-0.0006048487282,1.753239039,1.753211401,-0.0001283401392,3.109993861,0.0004893169834,-0.0003503117098,3.16184428,0.0003437485612
3.911,0.0009181550756,3.130891826,0.004639723013,-0.006850223501,3.145329945,-0.0005706936964,1.762529528,1.762501271,-0.0001346262231,3.109993584,0.0005180499115,0.0001602905201,3.161300693,-0.0001572325041
3.921,0.0009181550756,3.130891826,0.004639723013,-0.00685604861,3.145101065,-0.0006523936461,1.771776873,1.771748007,-0.0001411120619,3.109993301,0.0005470168789,0.0001602905201,3.161300693,-0.0001572325041
3.931,0.0009181550756,3.130891826,0.004639723013,-0.006862330838,3.144812894,-0.0007418959319,1.780984286,1.780954817,-0.000147797656,3.109993012,0.0005761798129,0.0001602905201,3.161300693,-0.0001572325041
3.941,0.0009181550756,3.130891826,0.004639723013,-0.006868532747,3.144567697,-0.0008244066306,1.790154791,1.790124732,-0.00015468288,3.109992718,0.0006054989621,0.0001602905201,3.161300693,-0.0001572325041
3.951,0.0009181550756,3.130891826,0.004639723013,-0.006875312049,3.144328124,-0.0009147132758,1.799291694,1.799261055,-0.0001617674849,3.109992419,0.0006349330712,0.0001602905201,3.161300693,-0.0001572325041
3.961,0.0009181550756,3.130891826,0.004639723013,-0.006881945716,3.144090656,-0.0009981494234,1.808398073,1.808366864,-0.0001690510616,3.109992115,0.0006644401455,0.0001602905201,3.161300693,-0.0001572325041
3.971,-0.00374228925,3.134831715,0.007289752471,-0.00677583969,3.144111208,-0.0009473843796,1.817476959,1.817445191,-0.0001765330112,3.109991806,0.0006939782479,0.0001993236628,3.161335033,-0.0001955252911
3.981,-0.00374228925,3.134831715,0.007289752471,-0.006782888764,3.143878564,-0.001029899318,1.826531332,1.826499017,-0.0001842125324,3.109991492,0.0007235059654,0.0001993236628,3.161335033,-0.0001955252911
3.991,-0.00374228925,3.134831715,0.007289752471,-0.006790404586,3.143649331,-0.001120871995,1.835564118,1.835531269,-0.0001920886238,3.109991173,0.0007529825998,0.0001993236628,3.161335033,-0.0001955252911
4.001,-0.00374228925,3.134831715,0.007289752471,-0.006797879718,3.143422862,-0.001204683829,1.844578188,1.844544817,-0.0002001600944,3.109990849,0.0007823681956,0.0001993236628,3.161335033,-0.0001955252911
4.011,-0.00374228925,3.134831715,0.007289752471,-0.006805744861,3.143186365,-0.001297256239,1.85357635,1.853542471,-0.0002084255803,3.109990522,0.0008116235329,0.0001993236628,3.161335033,-0.0001955252911
4.021,-0.00374228925,3.134831715,0.007289752471,-0.006813630532,3.142963129,-0.001382544972,1.862561358,1.862526983,-0.0002168835878,3.109990189,0.0008407101728,0.0001993236628,3.161335033,-0.0001955252911
4.031,0.0008543467739,3.130878847,0.004630453951,-0.006705888595,3.142955331,-0.001315326098,1.871535902,1.871501046,-0.0002255325454,3.109989853,0.0008695906002,0.0002352531916,3.161348003,-0.000230772061
4.041,0.0008543467739,3.130878847,0.004630453951,-0.00671413168,3.142703074,-0.001400180226,1.88050261,1.889428275,-0.0002434687359,3.128821426,0.0009281052311,0.0002352531916,3.161348003,-0.000230772061
4.051,0.0008543467739,3.130878847,0.004630453951,-0.006722688578,3.142460872,-0.001494052536,1.88946405,1.889428275,-0.0002433964509,3.109989168,0.000926588596,0.0002352531916,3.161348003,-0.000230772061
4.061,0.0008543467739,3.130878847,0.004630453951,-0.006731339805,3.142215961,-0.001580679617,1.898422721,1.89838651,-0.0002526075578,3.10998882,0.0009546374653,0.0002352531916,3.161348003,-0.000230772061
4.071,0.0008543467739,3.130878847,0.004630453951,-0.006740397171,3.142043547,-0.001676188456,1.90738101,1.907344377,-0.0002620019155,3.109988469,0.000982342884,0.0002352531916,3.161348003,-0.000230772061
4.081,0.0008543467739,3.130878847,0.004630453951,-0.006749490884,3.1418344,-0.001764751249,1.916341215,1.916304177,-0.0002715772069,3.109988114,0.00100967426,0.0002352531916,3.161348003,-0.000230772061
4.091,0.008676500983,3.13286305,0.006265825391,-0.006638000029,3.141938162,-0.001666128562,1.925305573,1.925268147,-0.0002813310268,3.109987755,0.001036602673,-0.000332420895,3.162085271,0.0003262434464
4.101,0.008676500983,3.13286305,0.006265825391,-0.006647489715,3.141739861,-0.001754366048,1.934276255,1.934238456,-0.0002912609231,3.109987394,0.001063100968,-0.000332420895,3.162085271,0.0003262434464
4.111,0.008676500983,3.13286305,0.006265825391,-0.006656869102,3.141423464,-0.001852587094,1.943255366,1.943217212,-0.0003013644177,3.10998703,0.001089143806,-0.000332420895,3.162085271,0.0003262434464
4.121,0.008676500983,3.13286305,0.006265825391,-0.006666648386,3.141168885,-0.001943113245,1.952244947,1.952206455,-0.000311639002,3.109986662,0.001114707699,-0.000332420895,3.162085271,0.0003262434464
4.131,0.008676500983,3.13286305,0.006265825391,-0.006676656216,3.140973809,-0.002042759935,1.961246971,1.961208158,-0.0003220821152,3.109986293,0.001139771108,-0.000332420895,3.162085271,0.0003262434464
4.141,0.008676500983,3.13286305,0.006265825391,-0.006686829111,3.140747148,-0.002135583316,1.970263346,1.97022423,-0.0003326910262,3.10998592,0.001164315957,-0.000332420895,3.162085271,0.0003262434464
4.151,-0.009809117054,3.12417797,0.001155136235,-0.006572477295,3.140794816,-0.002018305794,1.97929591,1.988306768,-0.0003538292529,3.129838187,0.001220700887,-0.0003251400922,3.16208906,0.0003190987206
4.161,-0.009809117054,3.12417797,0.001155136235,-0.006582978208,3.14054604,-0.002110925375,1.988346435,1.988306768,-0.0003543942326,3.109985169,0.001211797419,-0.0003251400922,3.16208906,0.0003190987206
4.171,-0.009809117054,3.12417797,0.001155136235,-0.006593492232,3.140303913,-0.002212866065,1.997416624,1.99737671,-0.0003654826779,3.109984791,0.001234707385,-0.0003251400922,3.16208906,0.0003190987206
4.181,-0.009809117054,3.12417797,0.001155136235,-0.006604321491,3.140056861,-0.002307953151,2.006504524,2.006464463,-0.0003767253116,3.10998441,0.00125704318,-0.0003251400922,3.16208906,0.0003190987206
4.191,-0.009809117054,3.12417797,0.001155136235,-0.006615263277,3.13987352,-0.002412039514,2.015613319,2.015572998,-0.0003881196094,3.109984029,0.001278789635,-0.0003251400922,3.16208906,0.0003190987206
4.201,-0.009809117054,3.12417797,0.001155136235,-0.006626442574,3.139653857,-0.002509695868,2.024744876,2.024704352,-0.0003996628545,3.109983646,0.001299935607,-0.0003251400922,3.16208906,0.0003190987206
4.211,-0.004903758194,3.084283078,0.005695112161,-0.006508980313,3.139716771,-0.002371968016,2.033900848,2.033860153,-0.000411351901,3.109983262,0.001320487185,-0.0003294905935,3.162071782,0.0003233647966
4.221,-0.004903758194,3.084283078,0.005695112161,-0.006520454863,3.139477798,-0.002469308918,2.043082778,2.043041935,-0.0004231839677,3.109982877,0.001340450364,-0.0003294905935,3.162071782,0.0003233647966
