"Time","estimated_follow_longi_velocity","estimated_follow_sideslip_angle","estimated_lead_longi_velocity","estimated_lead_sideslip_angle","groundtruth_follow_longi_velocity","groundtruth_follow_sideslip_angle","groundtruth_lead_longi_velocity","groundtruth_lead_sideslip_angle"
20.101,2.763261065,0.1126903813,2.77745257,0.01672730985,2.762648759,0.1161872807,2.777647943,0.01707925799
20.111,2.763910157,0.1125617137,2.777831019,0.01645386989,2.762900422,0.1160546188,2.777857266,0.01695659412
20.121,2.764607072,0.1124268404,2.777831019,0.01645386989,2.763199151,0.1159207515,2.778113735,0.01683505765
20.131,2.764274286,0.1122907183,2.778560105,0.01623332642,2.76355008,0.1157854837,2.778422489,0.01671453059
20.141,2.765083226,0.1121739865,2.778560105,0.01623332642,2.763958456,0.1156485988,2.778788763,0.01659500052
20.151,2.765956604,0.1120397574,2.779451217,0.01593550914,2.76442954,0.1155099147,2.779217839,0.01647637217
20.161,2.766899861,0.1119001367,2.779451217,0.01593550914,2.764968442,0.1153692231,2.77971489,0.01635851842
20.171,2.76711156,0.1117590878,2.780849242,0.01572104533,2.765580184,0.1152263273,2.780284991,0.01624134657
20.181,2.768210435,0.1116319518,2.780849242,0.01572104533,2.766268813,0.1150810898,2.780933251,0.01612474573
20.191,2.7693885,0.1114915988,2.781781159,0.01554090829,2.767031673,0.1149336049,2.781664329,0.0160086675
20.201,2.770647782,0.1113470314,2.781781159,0.01554090829,2.767873286,0.1147837253,2.782475212,0.0158930825
20.211,2.771393498,0.1112012537,2.784337304,0.01524129843,2.768798283,0.1146312834,2.783369729,0.0157778554
20.221,2.77282868,0.1110656201,2.784337304,0.01524129843,2.769811242,0.1144760798,2.784352414,0.01566273477
20.231,2.774358896,0.1109199242,2.786319602,0.01499229766,2.770916777,0.1143179208,2.785427897,0.01554749692
20.241,2.775988872,0.1107707932,2.786319602,0.01499229766,2.77211951,0.1141566284,2.786600819,0.01543224033
20.251,2.772904893,0.1106203057,2.785624233,0.01474615591,2.773424097,0.1139920269,2.787875824,0.01531734639
20.261,2.774748063,0.110553945,2.785624233,0.01474615591,2.774835148,0.1138239809,2.789257574,0.01520271509
20.271,2.776704978,0.1104101838,2.78873843,0.01447552682,2.776357177,0.1136523092,2.790750614,0.01508814861
20.281,2.778780025,0.1102432537,2.78873843,0.01447552682,2.777994599,0.1134769014,2.792359449,0.01497349943
20.291,2.779192913,0.1100716974,2.790727275,0.01429348479,2.779751798,0.1132976445,2.794088535,0.01485862765
20.301,2.781517059,0.1099321984,2.790727275,0.01429348479,2.781633148,0.1131143865,2.795942282,0.01474343137
20.311,2.783972418,0.1097663066,2.795464535,0.013969555,2.783642999,0.1129269912,2.797925007,0.01462784313
20.321,2.78656306,0.1095936514,2.795464535,0.013969555,2.785785539,0.1127354046,2.800041039,0.01451177742
20.331,2.787504474,0.1094204085,2.799316516,0.01370880493,2.788064792,0.1125395366,2.80229447,0.01439520084
20.341,2.790377587,0.1092790668,2.799316516,0.01370880493,2.790484683,0.112339282,2.804689242,0.01427805198
20.351,2.793397708,0.109110445,2.803958689,0.01349316285,2.793049043,0.1121345514,2.809918247,0.01404184729
20.361,2.796568442,0.1089339663,2.803958689,0.01349316285,2.795761621,0.1119252827,2.812759897,0.0139227173
20.371,2.798024926,0.1087558784,2.808548223,0.01326661132,2.798621226,0.1117115965,2.812759897,0.0139227173
20.381,2.801492306,0.1086102714,2.808548223,0.01326661132,2.801622081,0.111493805,2.815750004,0.0138029206
20.391,2.805106018,0.1084362234,2.815989026,0.01296529735,2.804767664,0.1112717714,2.818885537,0.01368245782
20.401,2.808868849,0.1082538266,2.815989026,0.01296529735,2.808061207,0.1110454185,2.822169641,0.0135612753
20.411,2.810852562,0.1080697003,2.820565976,0.01278163709,2.811505675,0.1108147569,2.825605264,0.01343941932
20.421,2.814921524,0.1079184334,2.820565976,0.01278163709,2.815103872,0.1105797624,2.829195366,0.01331685354
20.431,2.819147537,0.1077375538,2.827454182,0.01257291264,2.818858517,0.1103404371,2.832942664,0.01319352962
20.441,2.823533201,0.1075477292,2.827454182,0.01257291264,2.82277222,0.1100967904,2.836849625,0.0130694437
20.451,2.826021457,0.1073556801,2.834932595,0.01231961846,2.826847368,0.1098488781,2.840918739,0.01294466955
20.461,2.830733112,0.1071980458,2.834932595,0.01231961846,2.831085994,0.1095967726,2.845152205,0.01281918699
20.471,2.835610928,0.1070090591,2.843499351,0.01208516379,2.835490216,0.1093404964,2.849551887,0.01269296567
20.481,2.84065659,0.1068105484,2.843499351,0.01208516379,2.840061846,0.109080056,2.854119704,0.01256596469
20.491,2.843679405,0.1066097923,2.851760925,0.0118521351,2.844802323,0.1088155309,2.858857266,0.01243830756
20.501,2.849065175,0.1064453535,2.851760925,0.0118521351,2.849713247,0.1085469673,2.863765835,0.01231000899
20.511,2.85462307,0.106247986,2.86114862,0.01164260558,2.854795826,0.1082744837,2.868846816,0.01218105525
20.521,2.860353991,0.10604066,2.86114862,0.01164260558,2.860050887,0.107998224,2.874101193,0.01205146909
20.531,2.863920631,0.1058309192,2.870643295,0.01141578944,2.865479465,0.1077182792,2.879529653,0.01192130217
20.541,2.869999968,0.105659304,2.870643295,0.01141578944,2.871082125,0.1074347612,2.885132973,0.01179055265
20.551,2.876254022,0.1054531106,2.881913805,0.01119024324,2.876859027,0.1071478059,2.890911358,0.01165926477
20.561,2.882683359,0.1052364051,2.881913805,0.01119024324,2.882810519,0.1068575021,2.896864991,0.01152748591
20.571,2.886799808,0.1050172901,2.89320948,0.01094314652,2.888936414,0.1065639488,2.902993827,0.01139526109
20.581,2.893578614,0.1048383684,2.89320948,0.01094314652,2.895236433,0.1062672597,2.909297323,0.01126268924
20.591,2.900532019,0.1046232481,2.907946657,0.01068300647,2.901710176,0.1059676167,2.915775234,0.0111298
20.601,2.907659207,0.1043972588,2.907946657,0.01068300647,2.908356644,0.1056652899,2.922426722,0.01099663462
20.611,2.912321122,0.1041687375,2.920542077,0.01044086213,2.915175195,0.1053604227,2.929250763,0.01086324149
20.621,2.919792654,0.1039822066,2.920542077,0.01044086213,2.922164671,0.1050531852,2.936246417,0.01072965908
20.631,2.927434559,0.1037581649,2.933294584,0.01024689306,2.929323276,0.1047437801,2.943412088,0.01059584012
20.641,2.935244238,0.1035229394,2.933294584,0.01024689306,2.936647509,0.1044323359,2.950746509,0.0104618363
20.651,2.940436727,0.1032852277,2.943846804,0.01007622452,2.944135505,0.1041190301,2.958246627,0.01032798745
20.661,2.948573458,0.1030914325,2.943846804,0.01007622452,2.95178554,0.1038040893,2.965908893,0.01019435309
20.671,2.956871734,0.1028589588,2.958431685,0.009877906164,2.959595854,0.1034876575,2.973731821,0.01006094451
20.681,2.965329462,0.1026148271,2.958431685,0.009877906164,2.967563963,0.103169903,2.98171308,0.009927799066
20.691,2.971027647,0.1023679978,2.975969625,0.009604692192,2.97568815,0.1028509875,2.989850483,0.009794933964
20.701,2.979797415,0.1021663571,2.975969625,0.009604692192,2.983965745,0.1025311527,2.998141706,0.009662459241
20.711,2.988719164,0.1019249907,2.994463831,0.009360718128,2.992393962,0.1022105185,3.006583717,0.009530418787
20.721,2.997791483,0.1016718038,2.994463831,0.009360718128,3.00097065,0.1018891737,3.015174331,0.00939886213
20.731,3.003975366,0.1014160605,3.005009915,0.009212218028,3.009692231,0.1015673123,3.023910519,0.009267854151
20.741,3.013338873,0.1012065929,3.005009915,0.009212218028,3.018556425,0.1012450692,3.032788854,0.009137430604
20.751,3.022844478,0.1009565433,3.022838763,0.00900791461,3.027560062,0.1009225833,3.041806918,0.009007524334
20.761,3.032488488,0.1006942462,3.022838763,0.00900791461,3.036699495,0.100600072,3.050960952,0.008878186889
20.771,3.039116879,0.1004292391,3.045686049,0.008691552989,3.045972286,0.1002776871,3.060247647,0.008749786391
20.781,3.049029283,0.1002113821,3.045686049,0.008691552989,3.055374503,0.09995553153,3.069664039,0.008622385869
20.791,3.059070605,0.09995247886,3.060899242,0.008519573676,3.06490312,0.09963367651,3.079205984,0.008495984245
20.801,3.069238329,0.0996813145,3.060899242,0.008519573676,3.074554688,0.09931227452,3.088870609,0.008370604463
20.811,3.076300782,0.09940749657,3.076925162,0.008337522946,3.084325283,0.09899148013,3.098654217,0.008246247985
20.821,3.086710259,0.09918102612,3.076925162,0.008337522946,3.09421193,0.09867135825,3.108552614,0.008122863693
20.831,3.097235912,0.09891345049,3.103063652,0.008055437737,3.104210597,0.09835211884,3.118562894,0.00800053786
20.841,3.107873543,0.09863351269,3.103063652,0.008055437737,3.114317648,0.09803383746,3.128681053,0.007879420182
20.851,3.115326936,0.09835089872,3.113474504,0.00792513037,3.12452973,0.09771654663,3.138902921,0.007759516918
20.861,3.126178924,0.09811581064,3.113474504,0.00792513037,3.134842708,0.09740035945,3.149225398,0.007640840765
20.871,3.137132542,0.09784002313,3.141770677,0.007650046247,3.145253084,0.09708534372,3.159644475,0.007523429627
20.881,3.148184704,0.09755209236,3.141770677,0.007650046247,3.155757248,0.09677155204,3.170155941,0.007407335159
20.891,3.156008401,0.09726156762,3.15876291,0.007461511372,3.166351215,0.09645904118,3.180756634,0.007292512824
20.901,3.167246042,0.09701794188,3.15876291,0.007461511372,3.177031466,0.09614785891,3.191442621,0.007178985071
20.911,3.178571593,0.09673407001,3.181552023,0.007248622305,3.187794414,0.09583803353,3.202209719,0.007066862909
20.921,3.189981044,0.09643808305,3.181552023,0.007248622305,3.19863617,0.09552959876,3.213054664,0.006956079125
20.931,3.198137462,0.09613938749,3.19849177,0.007079899922,3.209553129,0.09522258954,3.223973652,0.006846731836
20.941,3.209704443,0.09588683251,3.19849177,0.007079899922,3.220541848,0.09491701984,3.234963007,0.006738846715
20.951,3.221345117,0.09559511587,3.217414865,0.006911694795,3.231598533,0.0946128703,3.246018732,0.006632391593
20.961,3.233055894,0.09529157169,3.217414865,0.006911694795,3.24271979,0.0943100835,3.257137701,0.006527368489
20.971,3.241515886,0.09498551994,3.243757293,0.006652693171,3.253902048,0.0940087417,3.268316289,0.006423725176
20.981,3.253356739,0.09472435105,3.243757293,0.006652693171,3.265142155,0.09370884567,3.279551518,0.006321442773
20.991,3.265258135,0.09442518342,3.267790237,0.00643136371,3.276437138,0.09341037103,3.290840243,0.006220693986
21.001,3.277217756,0.09411460985,3.267790237,0.00643136371,3.287784416,0.09311332277,3.302179979,0.006121468767
21.011,3.285934844,0.09380172202,3.287977304,0.006245832408,3.299181107,0.09281768108,3.313567978,0.006023706951
21.021,3.298002886,0.093532428,3.287977304,0.006245832408,3.310624835,0.09252337596,3.325001598,0.005927391422
21.031,3.310121433,0.09322634384,3.314830431,0.006014359645,3.322112867,0.09223036132,3.336478189,0.00583249568
21.041,3.32228769,0.0929091989,3.314830431,0.006014359645,3.333642669,0.09193859916,3.347995041,0.005738881698
21.051,3.331259181,0.09258972106,3.331962608,0.005855461292,3.345211834,0.0916479912,3.359549496,0.005646689794
21.061,3.343513768,0.09231210619,3.331962608,0.005855461292,3.356817726,0.09135847277,3.371139219,0.005555973001
21.071,3.355809004,0.09199945137,3.360410457,0.005620474147,3.368458058,0.09106997937,3.382761617,0.005466686793
21.081,3.368142476,0.09167624888,3.360410457,0.005620474147,3.380130422,0.09078238851,3.394414256,0.005378744278
21.091,3.377322476,0.09135082043,3.381289147,0.005438589235,3.391832395,0.09049560472,3.406094726,0.005291985536
21.101,3.389724883,0.09106557329,3.381289147,0.005438589235,3.403561696,0.09020956799,3.41780063,0.005206397154
21.111,3.402158484,0.09074682831,3.406472343,0.005238075567,3.415316043,0.08992421765,3.429529591,0.005122128066
21.121,3.414620783,0.09041800098,3.406472343,0.005238075567,3.427093191,0.08963944407,3.441279288,0.005039139309
21.131,3.423988371,0.09008704006,3.427795781,0.005061754442,3.438890956,0.0893551179,3.453047364,0.004957339739
21.141,3.436500941,0.08979444994,3.427795781,0.005061754442,3.450707112,0.08907110855,3.464831752,0.004876630674
21.151,3.449035466,0.08947006379,3.451975933,0.004878563522,3.462539597,0.08878739739,3.47663023,0.00479707139
21.161,3.461589524,0.08913614453,3.451975933,0.004878563522,3.474386295,0.08850387852,3.48844069,0.004718597909
21.171,3.471108995,0.08880026578,3.473566921,0.004699580598,3.486245193,0.08822040397,3.500261053,0.004641069161
21.181,3.483695653,0.08850103103,3.473566921,0.004699580598,3.498114343,0.08793683223,3.512089284,0.004564452327
21.191,3.496295449,0.08817156973,3.494220916,0.004549275063,3.509991809,0.08765309927,3.523923395,0.004488818026
21.201,3.508906234,0.08783316539,3.494220916,0.004549275063,3.521875663,0.0873691541,3.535761287,0.004414088862
21.211,3.518541438,0.0874929586,3.523168732,0.004311509281,3.533764119,0.08708484602,3.547599251,0.004340097964
21.221,3.5311673,0.08718790021,3.523168732,0.004311509281,3.545655398,0.08680009279,3.559435374,0.004266651035
21.231,3.543797906,0.08685450402,3.5438745,0.004159924122,3.557546755,0.08651484776,3.571267995,0.004193607353
21.241,3.556428691,0.08651278275,3.5438745,0.004159924122,3.569435032,0.08622902221,3.583095469,0.004120862268
21.251,3.566141755,0.0861696812,3.568162402,0.003973173584,3.58131907,0.0859425489,3.594916222,0.004048347254
21.261,3.578768083,0.08586030579,3.568162402,0.003973173584,3.593197221,0.08565532513,3.606728741,0.003976020282
21.271,3.591389669,0.08552420863,3.592502325,0.003793186554,3.605068085,0.08536724271,3.618531607,0.00390389305
21.281,3.604004805,0.08518030523,3.592502325,0.003793186554,3.616930253,0.08507824907,3.630323472,0.003831982492
21.291,3.613738093,0.08483539497,3.614325868,0.003626249356,3.628782419,0.0847883503,3.642103057,0.003760285975
21.301,3.62633486,0.08452300363,3.614325868,0.003626249356,3.640623349,0.0844974412,3.653869161,0.003688806801
21.311,3.638920593,0.0841851173,3.636169219,0.003467869553,3.652451882,0.08420542484,3.665620624,0.003617549091
21.321,3.65149401,0.08383970993,3.636169219,0.003467869553,3.664266922,0.08391223346,3.677356307,0.003546513061
21.331,3.661290585,0.08349326375,3.66396276,0.003242769793,3.676067345,0.08361796194,3.68907534,0.00347569234
21.341,3.673835324,0.08317737108,3.66396276,0.003242769793,3.687852171,0.08332258271,3.700776781,0.003405074251
21.351,3.686364052,0.08283797228,3.685695198,0.00307779355,3.699620452,0.08302605081,3.712459805,0.003334640924
21.361,3.698875723,0.08249188966,3.685695198,0.00307779355,3.711371443,0.08272829465,3.724123639,0.003264371419
21.371,3.708549068,0.08214488097,3.70625669,0.002918969035,3.723104401,0.08242923839,3.735767584,0.003194243774
21.381,3.721023849,0.08182828921,3.70625669,0.002918969035,3.734818604,0.0821289093,3.747391004,0.003124236691
21.391,3.733479042,0.08148842184,3.731455699,0.002726553159,3.746513422,0.08182726849,3.758993325,0.003054330385
21.401,3.745913924,0.08114191196,3.731455699,0.002726553159,3.75818831,0.0815242526,3.770574036,0.002984506291
21.411,3.755493095,0.08079447276,3.758734848,0.002500984698,3.769842745,0.08121984637,3.782132682,0.002914749027
21.421,3.767885416,0.08047692702,3.758734848,0.002500984698,3.781476134,0.08091410715,3.793668866,0.00284504679
21.431,3.780255627,0.08013686108,3.782540403,0.00232275604,3.793088122,0.08060701044,3.805182188,0.002775390137
21.441,3.792603344,0.07979044034,3.782540403,0.00232275604,3.804678369,0.08029852112,3.816672234,0.002705773629
21.451,3.802096043,0.0794432903,3.800383097,0.002187328224,3.816246572,0.07998861985,3.828138917,0.002636195738
21.461,3.81439738,0.07912534096,3.800383097,0.002187328224,3.827792392,0.07967737395,3.839581996,0.002566647065
21.471,3.826675003,0.07878571916,3.827545672,0.001995936909,3.839315548,0.0793647739,3.85100134,0.002497119639
21.481,3.838928755,0.07844013621,3.827545672,0.001995936909,3.850815964,0.07905079704,3.862396838,0.002427607737
21.491,3.848332453,0.07809400713,3.850856391,0.001817308263,3.862293493,0.0787354335,3.873768425,0.002358107743
21.501,3.86053784,0.07777626117,3.850856391,0.001817308263,3.873748036,0.07841869509,3.88511607,0.002288617853
21.511,3.872719005,0.07743761647,3.864930848,0.001717533523,3.885179523,0.07810062042,3.896439779,0.002219137332
21.521,3.884875821,0.07709325997,3.864930848,0.001717533523,3.896587901,0.07778120231,3.907739592,0.002149666614
21.531,3.894173159,0.07674843325,3.888388497,0.00155912162,3.907973183,0.07746038974,3.91901558,0.002080207527
21.541,3.906281115,0.07643130177,3.888388497,0.00155912162,3.919335419,0.07713825101,3.930267646,0.002010763488
21.551,3.918364686,0.07609390513,3.916271006,0.001368526272,3.930674458,0.07681484462,3.941495865,0.001941337174
21.561,3.930423614,0.07575097267,3.916271006,0.001368526272,3.941990091,0.07649018464,3.952700067,0.001871928483
21.571,3.939628869,0.07540759026,3.933511444,0.001248757435,3.953281985,0.07616428877,3.963880043,0.001802535394
21.581,3.9516374,0.07509120997,3.933511444,0.001248757435,3.964549849,0.07583720586,3.975035526,0.001733156888
21.591,3.963620317,0.07475520486,3.964591258,0.001038660504,3.97579334,0.07550895576,3.986166206,0.001663794679
21.601,3.975577181,0.07441381366,3.964591258,0.001038660504,3.987012057,0.07517958099,3.997271726,0.00159445389
21.611,3.984672854,0.07407197149,3.979340735,0.0009382073252,3.998205555,0.0748490853,4.008351686,0.001525143095
21.621,3.996575989,0.0737564385,3.979340735,0.0009382073252,4.00937329,0.07451758413,4.019405644,0.001455874665
21.631,4.008451363,0.07342186686,4.004459778,0.000791725867,4.020514651,0.07418513382,4.030433109,0.001386670164
21.641,4.020298431,0.07308208553,4.004459778,0.000791725867,4.031629156,0.07385177391,4.041433449,0.001317545856
21.651,4.029309205,0.07274194696,4.026931892,0.0006576763604,4.042716179,0.07351756917,4.05240608,0.001248519161
21.661,4.04109761,0.07242718036,4.026931892,0.0006576763604,4.053775099,0.07318256142,4.063350545,0.001179610884
21.671,4.052855661,0.07209410952,4.049539476,0.000534228015,4.064805139,0.07284680583,4.074266191,0.00111084449
21.681,4.06458255,0.07175605614,4.049539476,0.000534228015,4.075805681,0.0725104078,4.085152387,0.001042243135
21.691,4.073477014,0.07141777687,4.069651421,0.0004184558639,4.086775967,0.07217345302,4.096008462,0.0009738291877
21.701,4.085139384,0.07110417954,4.069651421,0.0004184558639,4.097715273,0.07183599301,4.106833726,0.0009056311491
21.711,4.096768317,0.07077297836,4.088683126,0.0003223815877,4.108622776,0.07149812711,4.117627466,0.0008376821282
21.721,4.108362811,0.07043704175,4.088683126,0.0003223815877,4.119497641,0.07115992875,4.12838895,0.0007700165128
21.731,4.117146033,0.07010081826,4.112990243,0.0001867648804,4.130339165,0.0708214555,4.139117256,0.000702668127
21.741,4.128669199,0.06978844984,4.112990243,0.0001867648804,4.141146495,0.07048279803,4.149811637,0.0006356696266
21.751,4.140155444,0.06945919494,4.135095669,7.648055827e-05,4.151918737,0.07014400912,4.160471427,0.000569052748
21.761,4.151603806,0.06912529691,4.135095669,7.648055827e-05,4.16265511,0.06980511875,4.171095805,0.0005028486532
21.771,4.160268642,0.06879111471,4.15474211,-2.01625821e-05,4.173354774,0.06946627741,4.181683974,0.0004370880211
21.781,4.171638545,0.06847990356,4.15474211,-2.01625821e-05,4.184016835,0.06912757992,4.192235096,0.0003718020391
21.791,4.182967917,0.068152586,4.177646638,-0.0001276177442,4.194640326,0.06878909923,4.213222822,0.0002427811707
21.801,4.194255631,0.06782090807,4.177646638,-0.0001276177442,4.205224408,0.06845088707,4.213222822,0.0002427811707
21.811,4.20278569,0.06748903211,4.201195155,-0.0002396329568,4.215768215,0.06811303552,4.22365741,0.0001791111069
21.821,4.213987463,0.06717924658,4.201195155,-0.0002396329568,4.226270809,0.06777562781,4.234051519,0.0001160471543
21.831,4.225144779,0.06685396098,4.219464861,-0.0003171751934,4.236731232,0.06743870862,4.2547148,-8.118274034e-06
21.841,4.236256881,0.06652438827,4.219464861,-0.0003171751934,4.247148736,0.06710234533,4.2547148,-8.118274034e-06
21.851,4.244656109,0.06619468687,4.243801769,-0.0004278295753,4.257522374,0.06676666432,4.264982293,-6.915706359e-05
21.861,4.255674738,0.06588609964,4.243801769,-0.0004278295753,4.267851195,0.06643171693,4.275205908,-0.000129461376
21.871,4.266645225,0.06556265745,4.259668083,-0.0004874729348,4.278134435,0.0660974945,4.285384788,-0.0001890023415
21.881,4.277566886,0.06523527657,4.259668083,-0.0004874729348,4.288371235,0.0657641555,4.29551775,-0.0002477506149
21.891,4.285819753,0.06490777427,4.281640957,-0.0005773807934,4.298560638,0.06543176494,4.305604368,-0.0003056764356
21.901,4.296640631,0.06460040333,4.281640957,-0.0005773807934,4.308701867,0.06510034077,4.31564327,-0.0003627492364
21.911,4.307410046,0.06427905988,4.304455632,-0.0006640669203,4.318793726,0.06476998794,4.325625515,-0.0004189349937
21.921,4.318123339,0.06395403795,4.304455632,-0.0006640669203,4.328827107,0.06444088644,4.335549125,-0.0004742029029
21.931,4.326210653,0.06362893669,4.320847475,-0.0007268756693,4.338799623,0.06411311664,4.345413928,-0.0005285228214
21.941,4.336793516,0.06332321716,4.320847475,-0.0007268756693,4.348711532,0.06378672414,4.355219315,-0.000581866174
21.951,4.347311386,0.0630044433,4.342152303,-0.0008030888451,4.358562277,0.06346170781,4.364965421,-0.0006342064972
21.961,4.357764358,0.06268230733,4.342152303,-0.0008030888451,4.368351845,0.06313804556,4.37465189,-0.0006855195225
21.971,4.365660831,0.0623601419,4.358227825,-0.0008616222697,4.378079872,0.0628158019,4.384278505,-0.0007357836063
21.981,4.375983163,0.06205636818,4.358227825,-0.0008616222697,4.387745995,0.0624950541,4.393845014,-0.0007849808977
21.991,4.38624009,0.06174033365,4.380992004,-0.0009417765453,4.39735017,0.06217582226,4.403350581,-0.0008330969132
22.001,4.396431421,0.06142110863,4.380992004,-0.0009417765453,4.406892012,0.06185812423,4.412795511,-0.0008801191319
22.011,4.40411847,0.06110196018,4.399477089,-0.001005805084,4.416371371,0.06154199072,4.422179489,-0.0009260375701
22.021,4.414177891,0.06080023534,4.399477089,-0.001005805084,4.425788115,0.0612274255,4.431502349,-0.0009708433545
22.031,4.424171212,0.06048680068,4.418769899,-0.001068240659,4.435141815,0.0609144788,4.440763856,-0.001014528906
22.041,4.434098193,0.06017041082,4.418769899,-0.001068240659,4.444432451,0.06060315328,4.449963625,-0.001057088009
22.051,4.441573489,0.05985394522,4.439605464,-0.001141512405,4.453659911,0.06029330986,4.459101018,-0.00109851573
22.061,4.45136767,0.05955377627,4.439605464,-0.001141512405,4.462823775,0.05998506647,4.468176444,-0.001138808214
22.071,4.461095283,0.05924271799,4.451848967,-0.00117646631,4.471924053,0.05967855631,4.477189614,-0.001177963334
22.081,4.47075628,0.05892899505,4.451848967,-0.00117646631,4.480960545,0.0593737671,4.486140441,-0.00121598048
22.091,4.478043642,0.05861551179,4.473232162,-0.001248212891,4.489933044,0.05907066742,4.495028822,-0.001252860705
22.101,4.487571084,0.0583177839,4.473232162,-0.001248212891,4.498841692,0.05876923875,4.503854517,-0.001288608043
22.111,4.497031861,0.05800991018,4.489703805,-0.001295574498,4.507686336,0.05846946567,4.512617239,-0.001323230756
22.121,4.506425764,0.05769959563,4.489703805,-0.001295574498,4.516466801,0.0581713306,4.521317275,-0.00135673531
22.131,4.513505235,0.05738953352,4.508643859,-0.00135537701,4.525183377,0.05787475436,4.529954543,-0.001389126708
22.141,4.522766036,0.05709415743,4.508643859,-0.00135537701,4.533835968,0.05757968462,4.538529058,-0.001420410633
22.151,4.531960156,0.05678924144,4.526409207,-0.001406498651,4.54242443,0.05728625804,4.547040851,-0.001450595046
22.161,4.541087934,0.056482059,4.526409207,-0.001406498651,4.550949021,0.05699446344,4.555489913,-0.001479690753
22.171,4.5479748,0.05617514039,4.539677276,-0.001444703671,4.559409778,0.05670425481,4.563876006,-0.001507711324
22.181,4.556969835,0.05588226131,4.539677276,-0.001444703671,4.567806555,0.05641556788,4.572199541,-0.001534672387
22.191,4.565898811,0.05558045249,4.562922163,-0.001518106556,4.57613974,0.05612846547,4.580460532,-0.001560591604
22.201,4.574761814,0.05527660226,4.562922163,-0.001518106556,4.58440936,0.0558429287,4.588659122,-0.001585488048
22.211,4.581452183,0.05497308924,4.579003952,-0.001563468754,4.592615384,0.05555887163,4.596795445,-0.001609381932
22.221,4.590183533,0.05468295482,4.579003952,-0.001563468754,4.600758236,0.05527630362,4.60486965,-0.001632294368
22.231,4.598849439,0.05438455155,4.58992513,-0.001590499212,4.608838037,0.05499519441,4.612881695,-0.001654247597
22.241,4.607450133,0.05408420329,4.58992513,-0.001590499212,4.616854919,0.05471548197,4.62083182,-0.001675264659
22.251,4.61395494,0.05378430298,4.609021396,-0.001645466572,4.624808988,0.05443717227,4.628720203,-0.001695367668
22.261,4.622425418,0.05349701054,4.609021396,-0.001645466572,4.632700558,0.05416017829,4.636547027,-0.001714579704
22.271,4.630831185,0.05320201908,4.622062075,-0.001677130079,4.640529797,0.05388444341,4.644312462,-0.001732926272
22.281,4.639172269,0.05290508276,4.622062075,-0.001677130079,4.648296921,0.05360977259,4.652016711,-0.001750434345
22.291,4.645468793,0.0526082184,4.637437576,-0.001717947601,4.656002229,0.05333624448,4.659659981,-0.001767131222
22.301,4.653681387,0.05232358613,4.637437576,-0.001717947601,4.663645836,0.05306401343,4.667242274,-0.001783044069
22.311,4.661830005,0.05203189495,4.65634504,-0.001767645936,4.671227973,0.05279303207,4.674764018,-0.001798199976
22.321,4.669914699,0.05173871628,4.65634504,-0.001767645936,4.678748858,0.0525232437,4.682225426,-0.001812626242
22.331,4.676043651,0.05144609725,4.671118194,-0.00180478145,4.686208944,0.05225453913,4.689626792,-0.001826350267
22.341,4.684001633,0.0511643694,4.671118194,-0.00180478145,4.693608553,0.05198671809,4.696968387,-0.001839399631
22.351,4.691896592,0.05087601596,4.685633457,-0.001839743735,4.700947784,0.0517199997,4.704250504,-0.001851802101
22.361,4.69972875,0.05058653367,4.685633457,-0.001839743735,4.708227031,0.0514544061,4.711473447,-0.001863585628
22.371,4.705660447,0.05029775493,4.697091913,-0.001867281743,4.715446616,0.05118987186,4.718637376,-0.001874778356
22.381,4.713367803,0.05001978549,4.697091913,-0.001867281743,4.722606901,0.05092633914,4.725742692,-0.001885408373
22.391,4.721013218,0.04973575787,4.714849138,-0.001910848505,4.729708167,0.05066373533,4.739778882,-0.001905091459
22.401,4.728597017,0.04945039948,4.714849138,-0.001910848505,4.736750937,0.0504018792,4.746710455,-0.001914199902
22.411,4.734275142,0.04916531273,4.72872977,-0.001942690922,4.743735631,0.05014064732,4.746710455,-0.001914199902
22.421,4.741736881,0.04889016242,4.72872977,-0.001942690922,4.75066253,0.04988004824,4.753584821,-0.001922856858
22.431,4.74913786,0.04860919597,4.745863986,-0.001981354898,4.757531879,0.04962035448,4.760402345,-0.00193109007
22.441,4.75647843,0.04832738472,4.745863986,-0.001981354898,4.764344042,0.04936159137,4.767163389,-0.001938926802
22.451,4.761964665,0.04804639299,4.759254271,-0.002009732952,4.771099436,0.04910369526,4.773868169,-0.001946393757
22.461,4.769185299,0.0477755475,4.759254271,-0.002009732952,4.777798454,0.04884661359,4.780517234,-0.00195351679
22.471,4.776346563,0.04749943007,4.773070845,-0.002037116885,4.784441437,0.04859030426,4.78711093,-0.001960321176
22.481,4.783448692,0.04722250182,4.773070845,-0.002037116885,4.791028909,0.04833463625,4.793649668,-0.001966831481
22.491,4.788748848,0.04694622895,4.782754475,-0.002055403303,4.797561254,0.04807960001,4.800133836,-0.001973071547
22.501,4.795733946,0.04667970865,4.782754475,-0.002055403303,4.804035753,0.04782525888,4.806559149,-0.001979062517
22.511,4.802651025,0.04640829234,4.796835073,-0.00208228196,4.810446216,0.0475716278,4.812921428,-0.001984824693
22.521,4.809501848,0.04613617875,4.796835073,-0.00208228196,4.816794791,0.04731860429,4.819222314,-0.001990375926
22.531,4.814615227,0.04586479115,4.807493344,-0.002100981212,4.823082124,0.04706617405,4.82546258,-0.001995733462
