"Time","estimated_follow_longi_velocity","estimated_follow_sideslip_angle","estimated_lead_longi_velocity","estimated_lead_sideslip_angle","groundtruth_follow_longi_velocity","groundtruth_follow_sideslip_angle","groundtruth_lead_longi_velocity","groundtruth_lead_sideslip_angle"
115.071,3.606297856,0.07036903037,3.609811187,0.02922993014,3.606354721,0.07150873298,3.609787867,0.02974249289
115.081,3.606534326,0.07028808882,3.609811187,0.02922993014,3.606301422,0.07142357844,3.60975123,0.02965800396
115.091,3.605427629,0.07020724279,3.609513071,0.02907363241,3.606233056,0.0713389087,3.609699464,0.02957409467
115.101,3.60562987,0.07013920808,3.609513071,0.02907363241,3.606147504,0.07125465372,3.609630414,0.02949065455
115.111,3.605811645,0.07006164043,3.609519271,0.02892818946,3.606042704,0.07117075119,3.609432034,0.02932491647
115.121,3.605970751,0.0699811836,3.609519271,0.02892818946,3.605916645,0.07108712419,3.609298598,0.02924262391
115.131,3.604641423,0.0699001269,3.609017723,0.0288115995,3.605767261,0.07100389867,3.609298598,0.02924262391
115.141,3.604748618,0.06983289712,3.609017723,0.0288115995,3.605592501,0.0709212878,3.609139691,0.0291607509
115.151,3.604826743,0.06975514482,3.608750778,0.02860611996,3.60539048,0.07083935195,3.60873774,0.02899891704
115.161,3.604873872,0.06967436727,3.608750778,0.02860611996,3.605159231,0.07075811615,3.60873774,0.02899891704
115.171,3.603304387,0.0695932898,3.607967697,0.02850172017,3.60489618,0.07067766862,3.608490191,0.02891912925
115.181,3.603281789,0.06952726113,3.607967697,0.02850172017,3.60459889,0.07059803696,3.608208305,0.02884003124
115.191,3.603220581,0.06945007793,3.607499072,0.02836286527,3.604265067,0.07051921193,3.607889773,0.02876159034
115.201,3.603118406,0.06936996838,3.607499072,0.02836286527,3.603892533,0.07044124301,3.607532431,0.0286837474
115.211,3.601248287,0.06928981236,3.606012988,0.02821153057,3.603479273,0.07036414916,3.607134221,0.02860659761
115.221,3.60105797,0.06922610287,3.606012988,0.02821153057,3.603023413,0.07028792842,3.606693217,0.02853028277
115.231,3.600820782,0.06915035951,3.60554715,0.02812338104,3.602523188,0.07021263508,3.606207659,0.02845479649
115.241,3.600535095,0.06907139674,3.60554715,0.02812338104,3.601976991,0.07013828925,3.605675929,0.02838008805
115.251,3.598357661,0.06899226939,3.603569924,0.02796294264,3.601383336,0.07006490462,3.605096529,0.02830617577
115.261,3.597970479,0.06893058022,3.603569924,0.02796294264,3.600740846,0.06999253476,3.604468093,0.0282330382
115.271,3.597530723,0.0688559818,3.602212149,0.02781391757,3.600048304,0.06992118153,3.603048084,0.02808964421
115.281,3.597037293,0.06877777064,3.602212149,0.02781391757,3.599295201,0.06985098628,3.603048084,0.02808964421
115.291,3.594332383,0.06869970296,3.600425041,0.02772268894,3.598455032,0.0697824818,3.602219222,0.02801993301
115.301,3.593662911,0.06864202931,3.600425041,0.02772268894,3.597533947,0.06971570115,3.601308754,0.02795162869
115.311,3.592909664,0.06856968818,3.598579675,0.02759437471,3.596536154,0.06965066159,3.600321068,0.02788473311
115.321,3.592077298,0.06849307315,3.598579675,0.02759437471,3.595465496,0.06958728189,3.599259969,0.02781942325
115.331,3.59402397,0.06841554026,3.600446007,0.02750731021,3.59432572,0.0695255003,3.598129153,0.02775581795
115.341,3.593047391,0.06831276411,3.600446007,0.02750731021,3.593120277,0.06946541715,3.596932142,0.02769389834
115.351,3.592004608,0.06823191792,3.597692242,0.02734169825,3.591852442,0.06940697855,3.595672234,0.0276335792
115.361,3.590899371,0.06815828098,3.597692242,0.02734169825,3.590525329,0.06935003033,3.594352505,0.02757478113
115.371,3.58878709,0.06808635414,3.594939967,0.02721101045,3.589141812,0.06929449449,3.592975814,0.02751757637
115.381,3.587567195,0.06802295018,3.594939967,0.02721101045,3.587704549,0.06924038379,3.591544859,0.02746192822
115.391,3.586294658,0.06795190326,3.592121807,0.02709439914,3.586215504,0.06918756566,3.590061599,0.02740770766
115.401,3.584969604,0.06787784718,3.592121807,0.02709439914,3.584671187,0.06913580774,3.588522484,0.02735474328
115.411,3.582479988,0.06780266882,3.589392053,0.02699112644,3.583062634,0.0690850294,3.586918537,0.02730293867
115.421,3.581023695,0.06773732033,3.589392053,0.02699112644,3.581378452,0.06903521508,3.585238352,0.02725237693
115.431,3.579483554,0.06766419212,3.586665299,0.02689093891,3.579606737,0.06898629476,3.583470004,0.02720302937
115.441,3.577847189,0.06758899253,3.586665299,0.02689093891,3.577736319,0.06893819048,3.58160231,0.02715482965
115.451,3.574025402,0.06751391398,3.581416241,0.0267265279,3.575757453,0.06889110425,3.579625661,0.02710770797
115.461,3.572164933,0.06745849792,3.581416241,0.0267265279,3.573662433,0.0688452817,3.577532508,0.02706168798
115.471,3.570181155,0.06738909788,3.577581023,0.02661532832,3.571445928,0.06880086251,3.575317593,0.02701691074
115.481,3.568069885,0.06731629835,3.577581023,0.02661532832,3.569104974,0.0687579214,3.572978024,0.02697338844
115.491,3.562973105,0.0672436876,3.571353839,0.02649678343,3.566638889,0.06871642849,3.570513132,0.02693114561
115.501,3.560604418,0.06719766216,3.571353839,0.02649678343,3.564048938,0.06867643918,3.56792424,0.02689027598
115.511,3.558110131,0.06713220716,3.566861025,0.02640179302,3.561338043,0.06863811928,3.565214409,0.02685071307
115.521,3.555494587,0.0670617132,3.566861025,0.02640179302,3.558510622,0.06860139134,3.55945083,0.02677486887
115.531,3.549999414,0.06699102221,3.559596834,0.02628603002,3.555572223,0.06856603159,3.55945083,0.02677486887
115.541,3.547159584,0.06694589877,3.559596834,0.02628603002,3.552529153,0.06853174964,3.55640883,0.02673821465
115.551,3.544218357,0.06688131223,3.551691286,0.02612296274,3.549388143,0.06849825748,3.55326875,0.02670218154
115.561,3.541183298,0.06681083441,3.551691286,0.02612296274,3.546156082,0.06846526916,3.550037396,0.02666662816
115.571,3.53585865,0.06673901572,3.544788219,0.02603427367,3.542838944,0.06843254155,3.546720438,0.02663143746
115.581,3.532655584,0.06668663821,3.544788219,0.02603427367,3.539441649,0.06839987182,3.543322969,0.02659650643
115.591,3.529378056,0.06661791442,3.538736892,0.02594479687,3.535970548,0.06836704352,3.539851264,0.02656172808
115.601,3.526032374,0.06654378496,3.538736892,0.02594479687,3.532431475,0.06833386083,3.536311128,0.02652700113
115.611,3.52104308,0.06646799213,3.531665438,0.02584585707,3.528829771,0.06830014469,3.53270788,0.02649222824
115.621,3.517578187,0.06640564695,3.531665438,0.02584585707,3.525170299,0.06826572935,3.529046372,0.02645731512
115.631,3.514061199,0.06633118781,3.523292836,0.02569724453,3.521457448,0.06823046007,3.525330986,0.02642216938
115.641,3.510496345,0.06625257132,3.523292836,0.02569724453,3.517695149,0.06819419158,3.521565658,0.02638669981
115.651,3.505753593,0.06617256084,3.51579772,0.02558744452,3.513886914,0.06815678711,3.517753906,0.02635081846
115.661,3.502103677,0.06610204324,3.51579772,0.02558744452,3.51003588,0.06811811783,3.513898878,0.02631444135
115.671,3.498415735,0.06602274545,3.506576732,0.02542728187,3.50614486,0.06807806285,3.510003404,0.02627748889
115.681,3.494692266,0.06594041508,3.506576732,0.02542728187,3.502216396,0.06803650931,3.506070043,0.02623988614
115.691,3.490090257,0.06585705983,3.50064172,0.0253381874,3.498252814,0.06799335237,3.502101138,0.02620156293
115.701,3.486302129,0.06578077928,3.50064172,0.0253381874,3.494256265,0.06794849508,3.498098863,0.02616245359
115.711,3.482484494,0.06569796388,3.492310269,0.02520681395,3.490228777,0.06790184809,3.494065264,0.02612249662
115.721,3.478639027,0.06561291008,3.492310269,0.02520681395,3.486172284,0.06785332925,3.490002297,0.02608163499
115.731,3.474124184,0.06552712091,3.483547885,0.02506441091,3.482088664,0.06780286318,3.485911858,0.02603981574
115.741,3.470227735,0.06544674526,3.483547885,0.02506441091,3.477979758,0.06775038075,3.481795809,0.02599698953
115.751,3.466308065,0.0653614342,3.477032578,0.0249702724,3.47384739,0.06769581855,3.477655991,0.0259531103
115.761,3.462366644,0.06527445985,3.477032578,0.0249702724,3.469693378,0.06763911848,3.473494237,0.025908135
115.771,3.457935989,0.06518696572,3.468998771,0.0248418023,3.465519539,0.0675802274,3.469312382,0.02586202345
115.781,3.453955459,0.06510344305,3.468998771,0.0248418023,3.461327694,0.06751909696,3.462584181,0.02578578949
115.791,3.44995759,0.06501635317,3.459423005,0.02467738822,3.457119663,0.06745568351,3.460895704,0.02576624518
115.801,3.445943851,0.06492808108,3.459423005,0.02467738822,3.452897265,0.06738994817,3.456664543,0.0257165125
115.811,3.441610379,0.06483945708,3.449799931,0.02450996156,3.448662307,0.06732185693,3.452420597,0.02566551192
115.821,3.437569295,0.06475342584,3.449799931,0.02450996156,3.444416583,0.06725138087,3.448165669,0.02561321834
115.831,3.433516726,0.06466508709,3.44346625,0.02442369886,3.440161862,0.06717849639,3.443901538,0.02555961006
115.841,3.429454103,0.06457599259,3.44346625,0.02442369886,3.435899885,0.06710318535,3.439629951,0.02550466894
115.851,3.425222658,0.06448668095,3.435003871,0.02428504951,3.431632352,0.06702543309,3.435352619,0.02544838052
115.861,3.421143962,0.06439863726,3.435003871,0.02428504951,3.427360896,0.06694519607,3.431071211,0.02539073409
115.871,3.417059435,0.06430951672,3.42733724,0.02417484117,3.423087105,0.06686252112,3.426787344,0.02533172268
115.881,3.412970348,0.06422015913,3.42733724,0.02417484117,3.418812563,0.06677742549,3.422502588,0.02527134315
115.891,3.408835119,0.06413079276,3.418544025,0.0240251829,3.414538798,0.06668989934,3.418218456,0.0252095621
115.901,3.404740564,0.06404179074,3.418544025,0.0240251829,3.410267283,0.06659993531,3.413936363,0.02514639807
115.911,3.400645047,0.0639523968,3.409992174,0.02389709005,3.405999421,0.06650754406,3.409657721,0.0250819072
115.921,3.39654971,0.06386277417,3.409992174,0.02389709005,3.401736554,0.06641275748,3.405383899,0.02501608437
115.931,3.392499101,0.06377297429,3.401702286,0.02376523004,3.397479952,0.06631562451,3.401116197,0.02494891472
115.941,3.388407394,0.0636826462,3.401702286,0.02376523004,3.393230702,0.06621620362,3.396855646,0.02488039587
115.951,3.384318654,0.06359253275,3.394013211,0.02365695651,3.388989285,0.0661145559,3.39260263,0.0248105453
115.961,3.380232838,0.0635024699,3.394013211,0.02365695651,3.38475568,0.06601074508,3.388357081,0.02473939972
115.971,3.376208951,0.06341244525,3.386563658,0.02353586985,3.380529614,0.06590484029,3.384118706,0.02466701332
115.981,3.372127681,0.06332197999,3.386563658,0.02353586985,3.376310749,0.06579691745,3.379887161,0.02459346261
115.991,3.368047934,0.06323208602,3.379322133,0.02343330298,3.372098789,0.06568705918,3.375662233,0.02451877477
116.001,3.363969351,0.06314250563,3.379322133,0.02343330298,3.367893536,0.06557533748,3.371443829,0.02444300878
116.011,3.359858954,0.06305306262,3.368968217,0.02323658067,3.363694962,0.0654618818,3.367232006,0.0243662382
116.021,3.355782541,0.06296413706,3.368968217,0.02323658067,3.359503283,0.06534677386,3.363026989,0.02428852873
116.031,3.351707476,0.06287512528,3.360466924,0.02311977413,3.355318865,0.06523009045,3.358829175,0.02420993073
116.041,3.347634238,0.06278622942,3.360466924,0.02311977413,3.351142215,0.06511194122,3.354639121,0.02413048192
116.051,3.343522674,0.0626975665,3.35255758,0.02300030034,3.346973979,0.06499244016,3.350457525,0.02405021436
116.061,3.339455248,0.0626095494,3.35255758,0.02300030034,3.342814923,0.06487169113,3.346285209,0.02396916136
116.071,3.335392147,0.06252152662,3.342810734,0.02284480599,3.338665923,0.06474978549,3.342123092,0.02388736218
116.081,3.331334504,0.06243367475,3.342810734,0.02284480599,3.334527939,0.06462680516,3.337972171,0.02380486406
116.091,3.327213253,0.0623460063,3.337783742,0.02277838999,3.330401993,0.06450282849,3.333833494,0.02372172184
116.101,3.323170301,0.06225908203,3.337783742,0.02277838999,3.326289149,0.06437793773,3.329708146,0.02363799615
116.111,3.319136704,0.06217169881,3.327675068,0.02261469433,3.322190489,0.06425221957,3.325597227,0.02355375096
116.121,3.31511384,0.06208414623,3.327675068,0.02261469433,3.318107102,0.0641257641,3.321501836,0.02346905119
116.131,3.311042634,0.06199648881,3.318650574,0.02247386233,3.314040063,0.06399866742,3.317423059,0.02338396086
116.141,3.307045377,0.06190923802,3.318650574,0.02247386233,3.309990426,0.06387102857,3.313361955,0.02329854199
116.151,3.303062958,0.06182138556,3.311572605,0.02238506633,3.305959209,0.06374294627,3.309319548,0.02321285415
116.161,3.299096689,0.0617332038,3.311572605,0.02238506633,3.30194739,0.0636145171,3.305296816,0.02312695442
116.171,3.295127281,0.06164476905,3.302625381,0.02223318577,3.297955896,0.06348583458,3.297314024,0.02295473937
116.181,3.291197061,0.0615562654,3.302625381,0.02223318577,3.293985601,0.06335698868,3.297314024,0.02295473937
116.191,3.287286627,0.06146734467,3.29607243,0.02214713846,3.290037325,0.06322806605,3.293355642,0.02286853154
116.201,3.283397064,0.06137808758,3.29607243,0.02214713846,3.286111814,0.06309915081,3.289420282,0.02278232747
116.211,3.27955402,0.06128850609,3.28848477,0.0220238616,3.282209757,0.06297032495,3.281621274,0.02261013975
116.221,3.275709174,0.06119837504,3.28848477,0.0220238616,3.278331776,0.0628416688,3.281621274,0.02261013975
116.231,3.271888022,0.06110807045,3.280469511,0.02190031864,3.274478426,0.06271326128,3.273921625,0.02243859128
116.241,3.268091351,0.0610174455,3.280469511,0.02190031864,3.270650195,0.06258517992,3.273921625,0.02243859128
116.251,3.264385394,0.0609264357,3.273527753,0.02179038327,3.266847509,0.06245750069,3.270110217,0.02235318421
116.261,3.26063974,0.06083444394,3.273527753,0.02179038327,3.263070729,0.06233029779,3.266324912,0.02226808778
116.271,3.256920468,0.06074250161,3.266096879,0.02167093443,3.259320158,0.06220364326,3.262565999,0.02218334943
116.281,3.253228059,0.06065025934,3.266096879,0.02167093443,3.25559604,0.0620776067,3.258833715,0.02209901434
116.291,3.249663722,0.06055758709,3.257891246,0.02151784636,3.251898563,0.06195225494,3.255128237,0.02201512564
116.301,3.246026206,0.06046356991,3.257891246,0.02151784636,3.248227861,0.06182765177,3.251449686,0.02193172453
116.311,3.242416568,0.06036980359,3.25105601,0.02141337194,3.244584001,0.06170385769,3.247798111,0.02184885037
116.321,3.23883498,0.06027576592,3.25105601,0.02141337194,3.240966976,0.06158092985,3.244173484,0.02176654059
116.331,3.235411599,0.06018127201,3.244557051,0.0212932931,3.237376705,0.0614589221,3.240575706,0.02168483063
116.341,3.231886257,0.06008514706,3.244557051,0.0212932931,3.23381304,0.06133788506,3.237004609,0.02160375389
116.351,3.228388932,0.05998945554,3.237187179,0.02116125185,3.230275772,0.06121786617,3.233459968,0.02152334159
116.361,3.224919457,0.05989353451,3.237187179,0.02116125185,3.226764641,0.06109890963,3.226448941,0.02136462386
116.371,3.221631343,0.05979715614,3.229943416,0.02101255453,3.223279354,0.06098105628,3.226448941,0.02136462386
116.381,3.218216835,0.05969893888,3.229943416,0.02101255453,3.219819588,0.06086434332,3.222981921,0.0212863692
116.391,3.21482936,0.05960132254,3.221414099,0.02084337839,3.216385007,0.060748799,3.219540117,0.02120886591
116.401,3.211468468,0.05950345732,3.221414099,0.02084337839,3.21297527,0.06063442561,3.216123181,0.02113211911
116.411,3.208375878,0.0594052006,3.217471617,0.0207735132,3.209590041,0.06052129536,3.212730784,0.02105617748
116.421,3.205067106,0.05930443667,3.217471617,0.0207735132,3.206229012,0.06040942041,3.209362621,0.02098106494
116.431,3.201783924,0.0592049496,3.209862704,0.02062273361,3.202891887,0.06029879672,3.206018393,0.02090676277
116.441,3.19852603,0.05910547867,3.209862704,0.02062273361,3.199578386,0.0601894263,3.202697821,0.02083326553
116.451,3.195551114,0.05900558689,3.204421628,0.02051500187,3.196288243,0.06008131719,3.199400639,0.02076058192
116.461,3.192342862,0.05890295866,3.204421628,0.02051500187,3.193021209,0.05997447875,3.196126604,0.02068872645
116.471,3.189158972,0.05880166794,3.196711377,0.02034521049,3.189777058,0.05986891684,3.192875492,0.02061771137
116.481,3.185999149,0.05870043276,3.196711377,0.02034521049,3.186555583,0.05976463265,3.189647099,0.02054754166
116.491,3.183088363,0.05859883139,3.190822967,0.0202152065,3.183356597,0.05966161968,3.186441241,0.02047821356
116.501,3.179975869,0.05849484372,3.190822967,0.0202152065,3.18017993,0.05955986116,3.183257751,0.02040971539
116.511,3.176886667,0.0583920179,3.184316207,0.02007897523,3.177025433,0.05945933096,3.180096478,0.02034202965
116.521,3.173820528,0.05828922828,3.184316207,0.02007897523,3.173892971,0.05935999704,3.176957285,0.0202751352
116.531,3.170990914,0.05818609757,3.178255351,0.01993788649,3.170782421,0.0592618244,3.173840046,0.02020900908
116.541,3.167970257,0.05808072307,3.178255351,0.01993788649,3.167693671,0.05916477641,3.170744645,0.02014362751
116.551,3.164972027,0.05797646088,3.173503581,0.01984086951,3.164626612,0.05906881879,3.167670975,0.02007896625
116.561,3.161996098,0.05787229564,3.173503581,0.01984086951,3.161581134,0.05897392213,3.164618927,0.02001500683
116.571,3.159256134,0.05776787434,3.166369811,0.01964796298,3.158557148,0.05888004383,3.161588399,0.01995173006
116.581,3.156324185,0.05766130353,3.166369811,0.01964796298,3.155554566,0.05878713961,3.158579304,0.0198891072
116.591,3.153413917,0.05755592712,3.160845198,0.01953405217,3.152573306,0.05869516439,3.155591559,0.0198271095
116.601,3.150525138,0.0574506822,3.160845198,0.01953405217,3.149613287,0.05860407234,3.15262508,0.01976570828
116.611,3.147870426,0.05734521657,3.155972887,0.01941714621,3.14667443,0.05851381655,3.149679787,0.01970487487
116.621,3.14502408,0.05723766369,3.155972887,0.01941714621,3.14375666,0.05842434853,3.1467556,0.0196445801
116.631,3.142198683,0.05713134753,3.149122226,0.01923972077,3.140859904,0.05833561773,3.143852441,0.01958479285
116.641,3.139394067,0.05702522602,3.149122226,0.01923972077,3.137984089,0.05824757118,3.140970236,0.01952547973
116.651,3.136817862,0.05691896171,3.145024421,0.01913688857,3.135129147,0.05816015349,3.138108911,0.01946660734
116.661,3.134054311,0.05681074843,3.145024421,0.01913688857,3.132295011,0.05807330701,3.135268394,0.01940814231
116.671,3.13131105,0.05670382648,3.138935682,0.01898715057,3.129481614,0.05798697226,3.132448617,0.01935004983
116.681,3.128587926,0.05659718567,3.138935682,0.01898715057,3.126688892,0.05790108844,3.12964951,0.01929229307
116.691,3.12608237,0.05649050058,3.133043252,0.01881430913,3.123916783,0.05781559397,3.126871008,0.01923483341
116.701,3.123399076,0.05638206142,3.133043252,0.01881430913,3.121165223,0.05773042691,3.124113044,0.01917763105
116.711,3.120735482,0.05627493587,3.127699844,0.01868793874,3.118434151,0.05764552505,3.121375556,0.01912064569
116.721,3.118091456,0.05616816691,3.127699844,0.01868793874,3.115723506,0.05756082671,3.118658411,0.01906383687
116.731,3.115651046,0.05606144729,3.122472528,0.01853685256,3.113033083,0.05747626982,3.115960683,0.0190071637
116.741,3.113045194,0.05595320109,3.122472528,0.01853685256,3.110361711,0.05739179053,3.113280366,0.01895058721
116.751,3.110456089,0.0558463141,3.116202922,0.01836867168,3.107707253,0.05730733153,3.11061496,0.01889407367
116.761,3.107881075,0.05573995394,3.116202922,0.01836867168,3.10506716,0.05722284812,3.107961879,0.01883759581
116.771,3.105391682,0.05563419202,3.113665324,0.01829365979,3.10243857,0.05713903432,3.105318689,0.0187811167
116.781,3.102835481,0.05553046076,3.113665324,0.01829365979,3.099818712,0.05705687923,3.102683234,0.01872460351
116.791,3.100284552,0.0554305586,3.106691131,0.01808827263,3.097205473,0.05697629921,3.100053677,0.01866805668
116.801,3.097736888,0.05533425474,3.106691131,0.01808827263,3.094597188,0.05689691206,3.097428506,0.01861145365
116.811,3.095080798,0.05524126878,3.101714099,0.01796115658,3.091992545,0.05681828723,3.094806514,0.01855476079
116.821,3.092535441,0.05515208763,3.101714099,0.01796115658,3.089390542,0.05673998894,3.092186777,0.01849794759
116.831,3.089989781,0.05506442295,3.095307828,0.01778863072,3.086790435,0.05666170701,3.089568761,0.01844099345
116.841,3.087443282,0.05497850635,3.095307828,0.01778863072,3.084191802,0.05658335627,3.086952208,0.01838388297
116.851,3.084661041,0.0548941978,3.091493158,0.01770212737,3.081594398,0.05650501135,3.08433704,0.01832661198
116.861,3.082112388,0.05481335726,3.091493158,0.01770212737,3.078998152,0.05642674059,3.081723312,0.01826916048
116.871,3.07956271,0.05473232333,3.085618288,0.01755274557,3.076403115,0.05634862179,3.079111192,0.01821151484
116.881,3.077012332,0.05465219486,3.085618288,0.01755274557,3.073809485,0.05627063124,3.076500871,0.01815366274
116.891,3.074202357,0.05457315768,3.080147384,0.01741133408,3.071217462,0.05619269528,3.073892586,0.01809558815
116.901,3.071651637,0.05449739552,3.080147384,0.01741133408,3.068627342,0.05611480388,3.071286762,0.01803727047
116.911,3.069101536,0.05442094104,3.075609678,0.0173088131,3.066039536,0.05603701837,3.068683832,0.01797868613
116.921,3.066552601,0.05434511449,3.075609678,0.0173088131,3.063454479,0.05595932127,3.066084234,0.01791981114
116.931,3.063724728,0.05427015727,3.069863895,0.0171590856,3.060872656,0.05588158655,3.063488405,0.01786062326
116.941,3.061180134,0.05419837962,3.069863895,0.0171590856,3.058294517,0.05580379563,3.060896788,0.01780110324
116.951,3.058638665,0.05412543572,3.064810562,0.01703672418,3.055720504,0.05572594512,3.058309823,0.01774123511
116.961,3.056100907,0.05405275738,3.064810562,0.01703672418,3.053151049,0.05564807006,3.055727953,0.01768100588
116.971,3.053276897,0.05398072767,3.06012858,0.01692392714,3.050586598,0.05557017511,3.053151617,0.01762040495
116.981,3.050748423,0.05391178929,3.06012858,0.01692392714,3.048027609,0.05549220465,3.050581254,0.01755942349
116.991,3.048225582,0.05384137939,3.055898289,0.01682654465,3.045474567,0.05541405562,3.0480173,0.01749805398
117.001,3.045708959,0.05377074884,3.055898289,0.01682654465,3.042927941,0.05533561575,3.045460185,0.0174362887
117.011,3.042892923,0.05370002557,3.049674161,0.01665431137,3.040388197,0.05525678064,3.042910325,0.01737411049
117.021,3.040390794,0.05363185445,3.049674161,0.01665431137,3.037855711,0.05517776544,3.040368159,0.0173115189
117.031,3.037896608,0.05356192377,3.043928594,0.0165140756,3.035330862,0.05509873691,3.037834118,0.01724851442
117.041,3.035410917,0.05349173805,3.043928594,0.0165140756,3.032814084,0.05501967573,3.035308626,0.01718509569
117.051,3.032647955,0.05342183082,3.038825464,0.01639350114,3.030305786,0.05494059605,3.032792096,0.01712125986
117.061,3.030180775,0.05335473561,3.038825464,0.01639350114,3.027806382,0.05486149866,3.030284938,0.01705700368
117.071,3.027723657,0.05328607744,3.03418863,0.01628814624,3.025316301,0.05478232135,3.027787557,0.016992325
117.081,3.025277104,0.05321723704,3.03418863,0.01628814624,3.022835958,0.05470302942,3.02530035,0.01692722407
117.091,3.022567561,0.05314862529,3.029161562,0.01616502546,3.020365735,0.05462368302,3.022823714,0.01686170442
117.101,3.020143567,0.05308263021,3.029161562,0.01616502546,3.017906016,0.0545443108,3.020358037,0.01679577311
117.111,3.017731482,0.05301511731,3.024350958,0.01605446004,3.015457193,0.05446490035,3.0179037,0.01672944044
117.121,3.015331791,0.052947386,3.024350958,0.01605446004,3.013019633,0.05438549566,3.015461071,0.01666272559
117.131,3.01269315,0.05287995766,3.019425213,0.01593410245,3.010593713,0.05430610373,3.013030521,0.01659564557
117.141,3.010319508,0.05281478532,3.019425213,0.01593410245,3.008179835,0.05422665212,3.010612419,0.01652821279
117.151,3.007959426,0.05274808511,3.013731896,0.01578358054,3.005778353,0.05414719431,3.008207126,0.01646044362
117.161,3.005613281,0.05268105002,3.013731896,0.01578358054,3.00338962,0.05406776498,3.005814994,0.01639235716
117.171,3.003069129,0.05261410334,3.00894355,0.01566712435,3.001013985,0.05398838668,3.003436367,0.01632397421
117.181,3.000751832,0.0525489351,3.00894355,0.01566712435,2.998651826,0.05390898412,3.001071582,0.01625531839
117.191,2.998449469,0.05248227159,3.003871854,0.0155448868,2.996303487,0.05382956725,2.998720973,0.01618641835
117.201,2.996162329,0.05241510381,3.003871854,0.0155448868,2.993969289,0.05375017256,2.996384865,0.01611729103
117.211,2.99370225,0.05234791956,3.000156628,0.01545980636,2.991649536,0.05367091162,2.994063574,0.01604795794
117.221,2.991446301,0.05228224889,3.000156628,0.01545980636,2.989344555,0.05359176577,2.991757411,0.01597844384
117.231,2.989206322,0.05221525573,2.99382115,0.01527145069,2.987054675,0.05351269421,2.989466678,0.01590877354
117.241,2.986982644,0.0521476804,2.99382115,0.01527145069,2.98478025,0.05343357487,2.987191669,0.01583897045
117.251,2.984604107,0.05207960575,2.989797015,0.01517859968,2.982521598,0.05335433659,2.984932668,0.01576905668
117.261,2.982413687,0.05201258907,2.989797015,0.01517859968,2.980278941,0.05327521158,2.980463775,0.01562898259
117.271,2.980240109,0.05194423811,2.985908638,0.01509086857,2.978052531,0.05319626883,2.978254397,0.01555886705
117.281,2.978083564,0.05187533029,2.985908638,0.01509086857,2.975842654,0.05311744637,2.976062049,0.01548873773
117.291,2.975790424,0.05180604613,2.98046427,0.01492801969,2.973649592,0.05303866268,2.976062049,0.01548873773
117.301,2.973668575,0.05173769573,2.98046427,0.01492801969,2.971473555,0.05296000328,2.973886965,0.01541861689
117.311,2.971564287,0.05166811987,2.976048689,0.01481843002,2.969314764,0.05288152135,2.97172937,0.01534852662
117.321,2.969477672,0.05159800981,2.976048689,0.01481843002,2.967173458,0.05280317757,2.967467489,0.01520853318
117.331,2.967260608,0.05152755731,2.972928389,0.01474383726,2.96504987,0.05272491951,2.967467489,0.01520853318
117.341,2.965209745,0.05145783156,2.972928389,0.01474383726,2.962944245,0.05264664053,2.965363596,0.01513868001
117.351,2.963176945,0.05138648892,2.967591315,0.01458048469,2.960856755,0.05256838775,2.963277962,0.0150689411
117.361,2.961162319,0.05131452409,2.967591315,0.01458048469,2.958787502,0.05249036884,2.961210756,0.01499933788
117.371,2.959017661,0.05124216645,2.96438582,0.0144985237,2.956736655,0.05241256478,2.959161209,0.01492990115
117.381,2.957039391,0.05117065279,2.96438582,0.0144985237,2.954703044,0.05233493421,2.957128349,0.0148606568
117.391,2.955077052,0.05109774509,2.960451609,0.01439417251,2.952686198,0.05225742076,2.955112406,0.01479161931
117.401,2.953130947,0.05102431986,2.960451609,0.01439417251,2.950686286,0.05218010967,2.953113589,0.01472279955
117.411,2.951051453,0.05095063366,2.956932542,0.01429476889,2.948703522,0.05210295518,2.951132086,0.01465420676
117.421,2.949138392,0.0508778613,2.956932542,0.01429476889,2.946738124,0.05202586437,2.949168079,0.0145858499
117.431,2.947242085,0.05080372748,2.952328414,0.01414732374,2.944790267,0.05194884251,2.947221737,0.01451773835
117.441,2.945362644,0.05072911744,2.952328414,0.01414732374,2.942860101,0.05187195892,2.945293223,0.01444988276
117.451,2.943336865,0.05065424608,2.948546545,0.01403275859,2.940947797,0.05179517667,2.943382692,0.01438229524
117.461,2.94149154,0.05058039143,2.948546545,0.01403275859,2.939053529,0.05171842557,2.941490288,0.0143149888
117.471,2.939663491,0.0505051154,2.944681668,0.01391692278,2.937177458,0.05164165055,2.93961615,0.01424797663
117.481,2.937852846,0.05042915314,2.944681668,0.01391692278,2.9353197,0.05156491307,2.937760406,0.01418127137
117.491,2.935877407,0.05035293658,2.940271305,0.01376675381,2.933480363,0.05148826629,2.935923177,0.01411488454
117.501,2.934101834,0.05027793663,2.940271305,0.01376675381,2.931659577,0.05141167085,2.934104575,0.01404882614
117.511,2.932343983,0.05020145924,2.93747682,0.01369145699,2.929857475,0.05133505403,2.932304703,0.01398310459
117.521,2.930603979,0.05012429195,2.93747682,0.01369145699,2.928074157,0.05125839724,2.930523655,0.01391772668
117.531,2.928679171,0.05004688114,2.93319906,0.01354271756,2.926309696,0.05118176572,2.928761514,0.01385269779
