"Time","estimated_follow_longi_velocity","follow_velocity_deviation_FL","follow_velocity_deviation_FR","follow_velocity_deviation_RL","follow_velocity_deviation_RR","follow_wheel_rot_rate_change_FL","follow_wheel_rot_rate_change_FR","follow_wheel_rot_rate_change_RL","follow_wheel_rot_rate_change_RR","follow_wheel_speed_CG_FL","follow_wheel_speed_CG_FR","follow_wheel_speed_CG_RL","follow_wheel_speed_CG_RR","groundtruth_follow_longi_velocity","is_follow_wheel_data_valid_FL","is_follow_wheel_data_valid_FR","is_follow_wheel_data_valid_RL","is_follow_wheel_data_valid_RR"
45.351,6.707142334,-0.05249968136,-0.05247493138,-0.02312185222,-0.02314000308,0.5861383805,0.5861301387,0.4962919826,0.4963179732,6.707700955,6.707725703,6.737079035,6.737060884,6.801608579,1,1,1,1
45.361,6.690555478,-0.05249968136,-0.05247493138,-0.02312185222,-0.02314000308,0.5861383805,0.5861301387,0.4962919826,0.4963179732,6.707700955,6.707725703,6.737079035,6.737060884,6.785359214,1,1,1,1
45.371,6.653001363,-0.09062765907,-0.09064260447,-0.01996291763,-0.01998089929,0.8829999718,0.8830837456,0.6899181749,0.6899259943,6.58231624,6.582301287,6.65298142,6.652963438,6.768119153,1,1,1,1
45.381,6.63440538,-0.09062765907,-0.09064260447,-0.01996291763,-0.01998089929,0.8829999718,0.8830837456,0.6899181749,0.6899259943,6.58231624,6.582301287,6.65298142,6.652963438,6.749922395,1,1,1,1
45.391,6.614867569,-0.09062765907,-0.09064260447,-0.01996291763,-0.01998089929,0.8829999718,0.8830837456,0.6899181749,0.6899259943,6.58231624,6.582301287,6.65298142,6.652963438,6.730805043,1,1,1,1
45.401,6.594431111,-0.09062765907,-0.09064260447,-0.01996291763,-0.01998089929,0.8829999718,0.8830837456,0.6899181749,0.6899259943,6.58231624,6.582301287,6.65298142,6.652963438,6.710804862,1,1,1,1
45.411,6.5564698,-0.1507258691,-0.1507847455,-0.01668732183,-0.01670449153,1.253708589,1.253896427,0.905151393,0.905145614,6.422413846,6.422354954,6.556453129,6.556435959,6.689959042,1,1,1,1
45.421,6.534368567,-0.1507258691,-0.1507847455,-0.01668732183,-0.01670449153,1.253708589,1.253896427,0.905151393,0.905145614,6.422413846,6.422354954,6.556453129,6.556435959,6.66830658,1,1,1,1
45.431,6.511495366,-0.1507258691,-0.1507847455,-0.01668732183,-0.01670449153,1.253708589,1.253896427,0.905151393,0.905145614,6.422413846,6.422354954,6.556453129,6.556435959,6.645892025,1,1,1,1
45.441,6.487919032,-0.1507258691,-0.1507847455,-0.01668732183,-0.01670449153,1.253708589,1.253896427,0.905151393,0.905145614,6.422413846,6.422354954,6.556453129,6.556435959,6.622790513,1,1,1,1
45.451,6.450629316,-0.305648629,-0.306156538,-0.01312438656,-0.01314056633,1.876501804,1.877853727,1.13215656,1.132143601,6.15809048,6.157582533,6.450616204,6.450600025,6.59918526,1,1,1,1
45.461,6.426329147,-0.305648629,-0.306156538,-0.01312438656,-0.01314056633,1.876501804,1.877853727,1.13215656,1.132143601,6.15809048,6.157582533,6.450616204,6.450600025,6.575593028,1,1,1,1
45.471,6.402095866,-0.305648629,-0.306156538,-0.01312438656,-0.01314056633,1.876501804,1.877853727,1.13215656,1.132143601,6.15809048,6.157582533,6.450616204,6.450600025,6.551900113,1,1,1,1
45.481,6.377753512,-0.305648629,-0.306156538,-0.01312438656,-0.01314056633,1.876501804,1.877853727,1.13215656,1.132143601,6.15809048,6.157582533,6.450616204,6.450600025,6.528025423,1,1,1,1
45.491,6.341650471,-4.231519952,-4.23776003,-0.01164057284,-0.01165589018,12.32606506,12.34235726,1.353498314,1.353501548,2.121739593,2.115498926,6.341638842,6.341623525,6.503957486,0,0,1,1
45.501,6.317039328,-4.231519952,-4.23776003,-0.01164057284,-0.01165589018,12.32606506,12.34235726,1.353498314,1.353501548,2.121739593,2.115498926,6.341638842,6.341623525,6.479689979,0,0,1,1
45.511,6.292271252,-4.231519952,-4.23776003,-0.01164057284,-0.01165589018,12.32606506,12.34235726,1.353498314,1.353501548,2.121739593,2.115498926,6.341638842,6.341623525,6.455225439,0,0,1,1
45.521,6.267376383,-4.231519952,-4.23776003,-0.01164057284,-0.01165589018,12.32606506,12.34235726,1.353498314,1.353501548,2.121739593,2.115498926,6.341638842,6.341623525,6.430560174,0,0,1,1
45.531,6.232267258,-6.242319206,-6.242309446,-0.0100849223,-0.01009968941,17.24258064,17.24176446,1.561574693,1.561620539,-4.379063405e-06,4.379470327e-06,6.232257183,6.232242416,6.405692371,0,0,1,1
45.541,6.207079579,-6.242319206,-6.242309446,-0.0100849223,-0.01009968941,17.24258064,17.24176446,1.561574693,1.561620539,-4.379063405e-06,4.379470327e-06,6.232257183,6.232242416,6.380617761,0,0,1,1
45.551,6.181729835,-6.242319206,-6.242309446,-0.0100849223,-0.01009968941,17.24258064,17.24176446,1.561574693,1.561620539,-4.379063405e-06,4.379470327e-06,6.232257183,6.232242416,6.355336064,0,0,1,1
45.561,6.156209194,-6.242319206,-6.242309446,-0.0100849223,-0.01009968941,17.24258064,17.24176446,1.561574693,1.561620539,-4.379063405e-06,4.379470327e-06,6.232257183,6.232242416,6.329845614,0,0,1,1
45.571,6.120385885,-6.130504185,-6.130478308,-0.0101402442,-0.01015599617,16.33482825,16.33401204,1.761853091,1.761940211,-1.23955124e-05,1.239695572e-05,6.120375755,6.120360003,6.304149406,0,0,1,1
45.581,6.094514637,-6.130504185,-6.130478308,-0.0101402442,-0.01015599617,16.33482825,16.33401204,1.761853091,1.761940211,-1.23955124e-05,1.239695572e-05,6.120375755,6.120360003,6.278248718,0,0,1,1
45.591,6.068468436,-6.130504185,-6.130478308,-0.0101402442,-0.01015599617,16.33482825,16.33401204,1.761853091,1.761940211,-1.23955124e-05,1.239695572e-05,6.120375755,6.120360003,6.252147956,0,0,1,1
45.601,6.042245462,-6.130504185,-6.130478308,-0.0101402442,-0.01015599617,16.33482825,16.33401204,1.761853091,1.761940211,-1.23955124e-05,1.239695572e-05,6.120375755,6.120360003,6.225852153,0,0,1,1
45.611,6.005852905,-6.015846697,-6.015808334,-0.01000674534,-0.01002599631,15.42707591,15.42625966,1.954406466,1.954530047,-1.864236246e-05,1.864484338e-05,6.005842908,6.005823657,6.199366426,0,0,1,1
45.621,5.979286867,-6.015846697,-6.015808334,-0.01000674534,-0.01002599631,15.42707591,15.42625966,1.954406466,1.954530047,-1.864236246e-05,1.864484338e-05,6.005842908,6.005823657,6.172698229,0,0,1,1
45.631,5.952553636,-6.015846697,-6.015808334,-0.01000674534,-0.01002599631,15.42707591,15.42625966,1.954406466,1.954530047,-1.864236246e-05,1.864484338e-05,6.005842908,6.005823657,6.145853881,0,0,1,1
45.641,5.925659051,-6.015846697,-6.015808334,-0.01000674534,-0.01002599631,15.42707591,15.42625966,1.954406466,1.954530047,-1.864236246e-05,1.864484338e-05,6.005842908,6.005823657,6.118841385,0,0,1,1
45.651,5.898606026,-5.898609247,-5.898562821,-0.008197314709,-0.00822193699,14.51932361,14.51850732,2.134289753,2.134441264,-2.270884592e-05,2.271208063e-05,5.890408712,5.890384089,6.091668555,0,0,0,0
45.661,5.871401063,-5.898609247,-5.898562821,-0.008197314709,-0.00822193699,14.51932361,14.51850732,2.134289753,2.134441264,-2.270884592e-05,2.271208063e-05,5.890408712,5.890384089,6.064343104,0,0,0,0
45.671,5.84404806,-5.898609247,-5.898562821,-0.008197314709,-0.00822193699,14.51932361,14.51850732,2.134289753,2.134441264,-2.270884592e-05,2.271208063e-05,5.890408712,5.890384089,6.036873834,0,0,0,0
45.681,5.816553074,-5.898609247,-5.898562821,-0.008197314709,-0.00822193699,14.51932361,14.51850732,2.134289753,2.134441264,-2.270884592e-05,2.271208063e-05,5.890408712,5.890384089,6.009268226,0,0,0,0
45.691,5.788920937,-5.78892764,-5.788877635,-0.01367580402,-0.01370507955,13.61157134,13.61075502,2.298305503,2.298469673,-2.454817385e-05,2.45517701e-05,5.775245133,5.775215857,5.981535466,0,0,0,0
45.701,5.761157538,-5.78892764,-5.788877635,-0.01367580402,-0.01370507955,13.61157134,13.61075502,2.298305503,2.298469673,-2.454817385e-05,2.45517701e-05,5.775245133,5.775215857,5.95368295,0,0,0,0
45.711,5.733267954,-5.78892764,-5.788877635,-0.01367580402,-0.01370507955,13.61157134,13.61075502,2.298305503,2.298469673,-2.454817385e-05,2.45517701e-05,5.775245133,5.775215857,5.925719868,0,0,0,0
45.721,5.705258596,-5.78892764,-5.788877635,-0.01367580402,-0.01370507955,13.61157134,13.61075502,2.298305503,2.298469673,-2.454817385e-05,2.45517701e-05,5.775245133,5.775215857,5.897653759,0,0,0,0
45.731,5.677134089,-5.677141886,-5.677092308,-0.0160334674,-0.01606571224,12.70381909,12.70300273,2.444522121,2.444682984,-2.438587342e-05,2.438946657e-05,5.661100622,5.661068377,5.869493242,0,0,0,0
45.741,5.648901886,-5.677141886,-5.677092308,-0.0160334674,-0.01606571224,12.70381909,12.70300273,2.444522121,2.444682984,-2.438587342e-05,2.438946657e-05,5.661100622,5.661068377,5.841246657,0,0,0,0
45.751,5.620566649,-5.677141886,-5.677092308,-0.0160334674,-0.01606571224,12.70381909,12.70300273,2.444522121,2.444682984,-2.438587342e-05,2.438946657e-05,5.661100622,5.661068377,5.812921476,0,0,0,0
45.761,5.592134929,-5.677141886,-5.677092308,-0.0160334674,-0.01606571224,12.70381909,12.70300273,2.444522121,2.444682984,-2.438587342e-05,2.438946657e-05,5.661100622,5.661068377,5.784526693,0,0,0,0
45.771,5.5636136,-5.563620537,-5.563574583,-0.01505912546,-0.01509512985,11.79606685,11.79525046,2.571550287,2.571701193,-2.262029199e-05,2.262360989e-05,5.548554475,5.54851847,5.756069967,0,0,0,0
45.781,5.535008179,-5.563620537,-5.563574583,-0.01505912546,-0.01509512985,11.79606685,11.79525046,2.571550287,2.571701193,-2.262029199e-05,2.262360989e-05,5.548554475,5.54851847,5.727559049,0,0,0,0
45.791,5.506325406,-5.563620537,-5.563574583,-0.01505912546,-0.01509512985,11.79606685,11.79525046,2.571550287,2.571701193,-2.262029199e-05,2.262360989e-05,5.548554475,5.54851847,5.699002085,0,0,0,0
45.801,5.477572315,-5.563620537,-5.563574583,-0.01505912546,-0.01509512985,11.79606685,11.79525046,2.571550287,2.571701193,-2.262029199e-05,2.262360989e-05,5.548554475,5.54851847,5.67040726,0,0,0,0
45.811,5.448760483,-5.448765139,-5.448725018,-0.01067541399,-0.01071312415,10.88831462,10.8874982,2.678341713,2.678471408,-1.974051335e-05,1.974339144e-05,5.438085069,5.438047359,5.641781101,0,0,0,0
45.821,5.419896704,-5.448765139,-5.448725018,-0.01067541399,-0.01071312415,10.88831462,10.8874982,2.678341713,2.678471408,-1.974051335e-05,1.974339144e-05,5.438085069,5.438047359,5.613131717,0,0,0,0
45.831,5.390986005,-5.448765139,-5.448725018,-0.01067541399,-0.01071312415,10.88831462,10.8874982,2.678341713,2.678471408,-1.974051335e-05,1.974339144e-05,5.438085069,5.438047359,5.58446745,0,0,0,0
45.841,5.362032136,-5.448765139,-5.448725018,-0.01067541399,-0.01071312415,10.88831462,10.8874982,2.678341713,2.678471408,-1.974051335e-05,1.974339144e-05,5.438085069,5.438047359,5.555796443,0,0,0,0
45.851,5.333041934,-5.333043445,-5.333010344,-0.002932345746,-0.00296994805,9.9805624,9.979745948,2.764071721,2.764172809,-1.625686048e-05,1.625922975e-05,5.330109588,5.330071986,5.527126298,0,0,0,0
45.861,5.304023302,-5.333043445,-5.333010344,-0.002932345746,-0.00296994805,9.9805624,9.979745948,2.764071721,2.764172809,-1.625686048e-05,1.625922975e-05,5.330109588,5.330071986,5.498463092,0,0,0,0
45.871,5.274981511,-5.333043445,-5.333010344,-0.002932345746,-0.00296994805,9.9805624,9.979745948,2.764071721,2.764172809,-1.625686048e-05,1.625922975e-05,5.330109588,5.330071986,5.46981133,0,0,0,0
45.881,5.245920678,-5.333043445,-5.333010344,-0.002932345746,-0.00296994805,9.9805624,9.979745948,2.764071721,2.764172809,-1.625686048e-05,1.625922975e-05,5.330109588,5.330071986,5.441174819,0,0,0,0
45.891,5.216844573,-5.216842655,-5.21681679,0.007020599634,0.006982965362,9.072825411,9.072006081,2.83137863,2.831451736,-1.265352111e-05,1.265538404e-05,5.223865173,5.223827539,5.412557083,0,0,0,0
45.901,5.187756992,-5.216842655,-5.21681679,0.007020599634,0.006982965362,9.072825411,9.072006081,2.83137863,2.831451736,-1.265352111e-05,1.265538404e-05,5.223865173,5.223827539,5.383961661,0,0,0,0
45.911,5.158662019,-5.216842655,-5.21681679,0.007020599634,0.006982965362,9.072825411,9.072006081,2.83137863,2.831451736,-1.265352111e-05,1.265538404e-05,5.223865173,5.223827539,5.355392295,0,0,0,0
45.921,5.129564165,-5.216842655,-5.21681679,0.007020599634,0.006982965362,9.072825411,9.072006081,2.83137863,2.831451736,-1.265352111e-05,1.265538404e-05,5.223865173,5.223827539,5.326853031,0,0,0,0
45.931,5.100468442,-5.100463239,-5.100444055,0.01796997399,0.01793234433,8.165269711,8.164438767,2.883990109,2.884037521,-9.317552278e-06,9.318955682e-06,5.118438416,5.118400786,5.29834838,0,0,0,0
45.941,5.071380808,-5.100463239,-5.100444055,0.01796997399,0.01793234433,8.165269711,8.164438767,2.883990109,2.884037521,-9.317552278e-06,9.318955682e-06,5.118438416,5.118400786,5.269883398,0,0,0,0
45.951,5.042307138,-5.100463239,-5.100444055,0.01796997399,0.01793234433,8.165269711,8.164438767,2.883990109,2.884037521,-9.317552278e-06,9.318955682e-06,5.118438416,5.118400786,5.241462888,0,0,0,0
45.961,5.013253865,-5.100463239,-5.100444055,0.01796997399,0.01793234433,8.165269711,8.164438767,2.883990109,2.884037521,-9.317552278e-06,9.318955682e-06,5.118438416,5.118400786,5.213092251,0,0,0,0
45.971,4.984227979,-4.984219913,-4.984206344,0.03015863381,0.03012258849,7.258279882,7.257434148,2.921193626,2.921215586,-6.505622208e-06,6.506635839e-06,5.014386613,5.014350568,5.184777078,0,0,0,0
45.981,4.955236749,-4.984219913,-4.984206344,0.03015863381,0.03012258849,7.258279882,7.257434148,2.921193626,2.921215586,-6.505622208e-06,6.506635839e-06,5.014386613,5.014350568,5.156523471,0,0,0,0
45.991,4.926288679,-4.984219913,-4.984206344,0.03015863381,0.03012258849,7.258279882,7.257434148,2.921193626,2.921215586,-6.505622208e-06,6.506635839e-06,5.014386613,5.014350568,5.128337645,0,0,0,0
46.001,4.897390933,-4.984219913,-4.984206344,0.03015863381,0.03012258849,7.258279882,7.257434148,2.921193626,2.921215586,-6.505622208e-06,6.506635839e-06,5.014386613,5.014350568,5.100225138,0,0,0,0
46.011,4.868551569,-4.86854125,-4.868531917,0.04383632452,0.04380208691,6.352202025,6.351343109,2.9413461,2.941347916,-4.377488328e-06,4.378200307e-06,4.912387893,4.912353656,5.072192317,0,0,0,0
46.021,4.839779628,-4.86854125,-4.868531917,0.04383632452,0.04380208691,6.352202025,6.351343109,2.9413461,2.941347916,-4.377488328e-06,4.378200307e-06,4.912387893,4.912353656,5.044245881,0,0,0,0
46.031,4.811082793,-4.86854125,-4.868531917,0.04383632452,0.04380208691,6.352202025,6.351343109,2.9413461,2.941347916,-4.377488328e-06,4.378200307e-06,4.912387893,4.912353656,5.01639111,0,0,0,0
46.041,4.782469094,-4.86854125,-4.868531917,0.04383632452,0.04380208691,6.352202025,6.351343109,2.9413461,2.941347916,-4.377488328e-06,4.378200307e-06,4.912387893,4.912353656,4.988634716,0,0,0,0
46.051,4.753948113,-4.753936271,-4.753929637,0.0587348901,0.05870401202,5.447874802,5.447004948,2.944343479,2.944326791,-3.013511274e-06,3.014026881e-06,4.812683004,4.812652125,4.960982578,0,0,0,0
46.061,4.725526554,-4.753936271,-4.753929637,0.0587348901,0.05870401202,5.447874802,5.447004948,2.944343479,2.944326791,-3.013511274e-06,3.014026881e-06,4.812683004,4.812652125,4.933440156,0,0,0,0
46.071,4.697213847,-4.753936271,-4.753929637,0.0587348901,0.05870401202,5.447874802,5.447004948,2.944343479,2.944326791,-3.013511274e-06,3.014026881e-06,4.812683004,4.812652125,4.906014009,0,0,0,0
46.081,4.669016813,-4.753936271,-4.753929637,0.0587348901,0.05870401202,5.447874802,5.447004948,2.944343479,2.944326791,-3.013511274e-06,3.014026881e-06,4.812683004,4.812652125,4.878708675,0,0,0,0
46.091,4.640943963,-4.640931369,-4.64092588,0.07439396723,0.07436636138,4.548783803,4.547906136,2.9319728,2.931942749,-2.422679442e-06,2.423118522e-06,4.71533793,4.715310324,4.85153071,0,0,0,0
46.101,4.613002301,-4.640931369,-4.64092588,0.07439396723,0.07436636138,4.548783803,4.547906136,2.9319728,2.931942749,-2.422679442e-06,2.423118522e-06,4.71533793,4.715310324,4.824484149,0,0,0,0
46.111,4.58519945,-4.640931369,-4.64092588,0.07439396723,0.07436636138,4.548783803,4.547906136,2.9319728,2.931942749,-2.422679442e-06,2.423118522e-06,4.71533793,4.715310324,4.79757524,0,0,0,0
46.121,4.557542092,-4.640931369,-4.64092588,0.07439396723,0.07436636138,4.548783803,4.547906136,2.9319728,2.931942749,-2.422679442e-06,2.423118522e-06,4.71533793,4.715310324,4.770807572,0,0,0,0
46.131,4.530037331,-4.530024725,-4.530018944,0.09024150121,0.09021711184,3.659050199,3.658168144,2.907215165,2.907175717,-2.548948838e-06,2.549441758e-06,4.620278833,4.620254443,4.744187033,0,0,0,0
46.141,4.502690998,-4.530024725,-4.530018944,0.09024150121,0.09021711184,3.659050199,3.658168144,2.907215165,2.907175717,-2.548948838e-06,2.549441758e-06,4.620278833,4.620254443,4.717716754,0,0,0,0
46.151,4.475510034,-4.530024725,-4.530018944,0.09024150121,0.09021711184,3.659050199,3.658168144,2.907215165,2.907175717,-2.548948838e-06,2.549441758e-06,4.620278833,4.620254443,4.691402227,0,0,0,0
46.161,4.44849901,-4.530024725,-4.530018944,0.09024150121,0.09021711184,3.659050199,3.658168144,2.907215165,2.907175717,-2.548948838e-06,2.549441758e-06,4.620278833,4.620254443,4.665246182,0,0,0,0
46.171,4.421664965,-4.42165299,-4.421645705,0.1058038152,0.1057822249,2.782242447,2.781356676,2.872982683,2.872937686,-3.279923849e-06,3.280605089e-06,4.52746878,4.52744719,4.639253621,0,0,0,0
46.181,4.39501099,-4.42165299,-4.421645705,0.1058038152,0.1057822249,2.782242447,2.781356676,2.872982683,2.872937686,-3.279923849e-06,3.280605089e-06,4.52746878,4.52744719,4.613427064,0,0,0,0
46.191,4.36854448,-4.42165299,-4.421645705,0.1058038152,0.1057822249,2.782242447,2.781356676,2.872982683,2.872937686,-3.279923849e-06,3.280605089e-06,4.52746878,4.52744719,4.58777095,0,0,0,0
46.201,4.342266859,-4.42165299,-4.421645705,0.1058038152,0.1057822249,2.782242447,2.781356676,2.872982683,2.872937686,-3.279923849e-06,3.280605089e-06,4.52746878,4.52744719,4.562287579,0,0,0,0
46.211,4.316185706,-4.316174856,-4.316165164,0.1206058824,0.1205888062,1.921825025,1.920939955,2.832001825,2.831948489,-4.461775111e-06,4.462774715e-06,4.436791588,4.436774512,4.536980555,0,0,0,0
46.221,4.29030352,-4.316174856,-4.316165164,0.1206058824,0.1205888062,1.921825025,1.920939955,2.832001825,2.831948489,-4.461775111e-06,4.462774715e-06,4.436791588,4.436774512,4.51185136,0,0,0,0
46.231,4.264624949,-4.316174856,-4.316165164,0.1206058824,0.1205888062,1.921825025,1.920939955,2.832001825,2.831948489,-4.461775111e-06,4.462774715e-06,4.436791588,4.436774512,4.4869034,0,0,0,0
46.241,4.239149806,-4.316174856,-4.316165164,0.1206058824,0.1205888062,1.921825025,1.920939955,2.832001825,2.831948489,-4.461775111e-06,4.462774715e-06,4.436791588,4.436774512,4.462138364,0,0,0,0
46.251,4.213882565,-4.21387316,-4.213860501,0.1344936413,0.1344788315,1.082309796,1.081430669,2.785847189,2.785792548,-5.925551051e-06,5.926984009e-06,4.348376206,4.348361396,4.437558988,0,0,0,0
46.261,4.188823747,-4.21387316,-4.213860501,0.1344936413,0.1344788315,1.082309796,1.081430669,2.785847189,2.785792548,-5.925551051e-06,5.926984009e-06,4.348376206,4.348361396,4.413166524,0,0,0,0
46.271,4.163976858,-4.21387316,-4.213860501,0.1344936413,0.1344788315,1.082309796,1.081430669,2.785847189,2.785792548,-5.925551051e-06,5.926984009e-06,4.348376206,4.348361396,4.388963441,0,0,0,0
46.281,4.139342427,-4.21387316,-4.213860501,0.1344936413,0.1344788315,1.082309796,1.081430669,2.785847189,2.785792548,-5.925551051e-06,5.926984009e-06,4.348376206,4.348361396,4.364950624,0,0,0,0
46.291,4.114922885,-4.114915029,-4.114899252,0.1478746827,0.1478620839,0.2773460967,0.2765314138,2.734528616,2.734472803,-7.467668388e-06,7.469611265e-06,4.262797567,4.262784969,4.341130343,0,0,0,0
46.301,4.090718755,-4.114915029,-4.114899252,0.1478746827,0.1478620839,0.2773460967,0.2765314138,2.734528616,2.734472803,-7.467668388e-06,7.469611265e-06,4.262797567,4.262784969,4.31750323,0,0,0,0
46.311,4.066731366,-4.114915029,-4.114899252,0.1478746827,0.1478620839,0.2773460967,0.2765314138,2.734528616,2.734472803,-7.467668388e-06,7.469611265e-06,4.262797567,4.262784969,4.294071288,0,0,0,0
46.321,4.042961369,-4.114915029,-4.114899252,0.1478746827,0.1478620839,0.2773460967,0.2765314138,2.734528616,2.734472803,-7.467668388e-06,7.469611265e-06,4.262797567,4.262784969,4.270835057,0,0,0,0
46.331,4.019409064,-4.019402665,-4.019383984,0.1608524924,0.160840653,0,0,2.678290277,2.678237271,-8.906795649e-06,8.909277796e-06,4.180261557,4.180249717,4.247796161,0,0,0,0
46.341,3.996075194,-4.019402665,-4.019383984,0.1608524924,0.160840653,0,0,2.678290277,2.678237271,-8.906795649e-06,8.909277796e-06,4.180261557,4.180249717,4.224954504,0,0,0,0
46.351,3.972985375,-4.019402665,-4.019383984,0.1608524924,0.160840653,0,0,2.678290277,2.678237271,-8.906795649e-06,8.909277796e-06,4.180261557,4.180249717,4.20231064,0,0,0,0
46.361,3.950100592,-4.019402665,-4.019383984,0.1608524924,0.160840653,0,0,2.678290277,2.678237271,-8.906795649e-06,8.909277796e-06,4.180261557,4.180249717,4.179865902,0,0,0,0
46.371,3.927428416,-3.883100108,-3.878213014,0.1734173674,0.1734065655,0.115876175,0.1285973805,2.617380643,2.617330552,0.04431324659,0.04919948753,4.100845783,4.100834981,4.157620883,0,0,0,0
46.381,3.904977988,-3.883100108,-3.878213014,0.1734173674,0.1734065655,0.115876175,0.1285973805,2.617380643,2.617330552,0.04431324659,0.04919948753,4.100845783,4.100834981,4.135576435,0,0,0,0
46.391,3.882749441,-3.883100108,-3.878213014,0.1734173674,0.1734065655,0.115876175,0.1285973805,2.617380643,2.617330552,0.04431324659,0.04919948753,4.100845783,4.100834981,4.113733044,0,0,0,0
46.401,3.860742422,-3.883100108,-3.878213014,0.1734173674,0.1734065655,0.115876175,0.1285973805,2.617380643,2.617330552,0.04431324659,0.04919948753,4.100845783,4.100834981,4.092091799,0,0,0,0
46.411,3.838955792,-0.9951532755,-0.9934006661,0.1856933304,0.1856831682,7.428875615,7.432763277,2.552279499,2.552231807,2.843798634,2.845551021,4.024649122,4.02463896,4.071214296,0,0,0,0
46.421,3.821122393,-0.9951532755,-0.9934006661,0.1856933304,0.1856831682,7.428875615,7.432763277,2.552279499,2.552231807,2.843798634,2.845551021,4.024649122,4.02463896,4.052409844,0,0,0,0
46.431,3.802498398,-0.9951532755,-0.9934006661,0.1856933304,0.1856831682,7.428875615,7.432763277,2.552279499,2.552231807,2.843798634,2.845551021,4.024649122,4.02463896,4.034039373,0,0,0,0
46.441,3.784361105,-0.9951532755,-0.9934006661,0.1856933304,0.1856831682,7.428875615,7.432763277,2.552279499,2.552231807,2.843798634,2.845551021,4.024649122,4.02463896,4.016374472,0,0,0,0
46.451,3.767028825,0.133957,0.1339182742,0.1932086641,0.1931982032,9.820952572,9.81999541,2.461285865,2.461178713,3.900986351,3.900947645,3.960237489,3.960227028,3.999230463,0,0,0,0
46.461,3.750182354,0.133957,0.1339182742,0.1932086641,0.1931982032,9.820952572,9.81999541,2.461285865,2.461178713,3.900986351,3.900947645,3.960237489,3.960227028,3.982611968,0,0,0,0
46.471,3.733834621,0.133957,0.1339182742,0.1932086641,0.1931982032,9.820952572,9.81999541,2.461285865,2.461178713,3.900986351,3.900947645,3.960237489,3.960227028,3.966446722,0,0,0,0
46.481,3.717945531,0.133957,0.1339182742,0.1932086641,0.1931982032,9.820952572,9.81999541,2.461285865,2.461178713,3.900986351,3.900947645,3.960237489,3.960227028,3.950698941,0,0,0,0
46.491,3.702435036,0.1617616996,0.1617368664,0.2017940333,0.2017830626,9.214830389,9.213953593,2.354903392,2.354767502,3.864197376,3.864172552,3.904229069,3.904218098,3.935319627,0,0,0,0
46.501,3.687262312,0.1617616996,0.1617368664,0.2017940333,0.2017830626,9.214830389,9.213953593,2.354903392,2.354767502,3.864197376,3.864172552,3.904229069,3.904218098,3.92026787,0,0,0,0
46.511,3.672384879,0.1617616996,0.1617368664,0.2017940333,0.2017830626,9.214830389,9.213953593,2.354903392,2.354767502,3.864197376,3.864172552,3.904229069,3.904218098,3.90550752,0,0,0,0
46.521,3.657764445,0.1617616996,0.1617368664,0.2017940333,0.2017830626,9.214830389,9.213953593,2.354903392,2.354767502,3.864197376,3.864172552,3.904229069,3.904218098,3.891007628,0,0,0,0
46.531,3.643369044,0.1746530971,0.1746263861,0.2082109801,0.2081998092,8.588996552,8.588123512,2.247449411,2.247317343,3.818022835,3.817996136,3.851580024,3.851568853,3.876742459,0,0,0,0
46.541,3.629173191,0.1746530971,0.1746263861,0.2082109801,0.2081998092,8.588996552,8.588123512,2.247449411,2.247317343,3.818022835,3.817996136,3.851580024,3.851568853,3.862691645,0,0,0,0
46.551,3.615157084,0.1746530971,0.1746263861,0.2082109801,0.2081998092,8.588996552,8.588123512,2.247449411,2.247317343,3.818022835,3.817996136,3.851580024,3.851568853,3.848839541,0,0,0,0
46.561,3.60130582,0.1746530971,0.1746263861,0.2082109801,0.2081998092,8.588996552,8.588123512,2.247449411,2.247317343,3.818022835,3.817996136,3.851580024,3.851568853,3.835174739,0,0,0,0
46.571,3.587609051,0.1835538495,0.1835208453,0.2130991992,0.2130883689,7.967409362,7.966526428,2.143403023,2.143275906,3.771163638,3.771130653,3.80070825,3.80069742,3.821689591,0,0,0,0
46.581,3.574060397,0.1835538495,0.1835208453,0.2130991992,0.2130883689,7.967409362,7.966526428,2.143403023,2.143275906,3.771163638,3.771130653,3.80070825,3.80069742,3.808379429,0,0,0,0
46.591,3.560656485,0.1835538495,0.1835208453,0.2130991992,0.2130883689,7.967409362,7.966526428,2.143403023,2.143275906,3.771163638,3.771130653,3.80070825,3.80069742,3.795242043,0,0,0,0
46.601,3.547396521,0.1835538495,0.1835208453,0.2130991992,0.2130883689,7.967409362,7.966526428,2.143403023,2.143275906,3.771163638,3.771130653,3.80070825,3.80069742,3.782277102,0,0,0,0
46.611,3.534281601,0.190937674,0.1909044684,0.2169593165,0.2169489753,7.354342513,7.35346322,2.043766761,2.043647789,3.725220062,3.725186875,3.751240918,3.751230577,3.769485567,0,0,0,0
46.621,3.521314057,0.190937674,0.1909044684,0.2169593165,0.2169489753,7.354342513,7.35346322,2.043766761,2.043647789,3.725220062,3.725186875,3.751240918,3.751230577,3.756869202,0,0,0,0
46.631,3.508497029,0.190937674,0.1909044684,0.2169593165,0.2169489753,7.354342513,7.35346322,2.043766761,2.043647789,3.725220062,3.725186875,3.751240918,3.751230577,3.744430205,0,0,0,0
