"Time","estimated_follow_longi_velocity","follow_velocity_deviation_FL","follow_velocity_deviation_FR","follow_velocity_deviation_RL","follow_velocity_deviation_RR","follow_wheel_rot_rate_change_FL","follow_wheel_rot_rate_change_FR","follow_wheel_rot_rate_change_RL","follow_wheel_rot_rate_change_RR","follow_wheel_speed_CG_FL","follow_wheel_speed_CG_FR","follow_wheel_speed_CG_RL","follow_wheel_speed_CG_RR","groundtruth_follow_longi_velocity","is_follow_wheel_data_valid_FL","is_follow_wheel_data_valid_FR","is_follow_wheel_data_valid_RL","is_follow_wheel_data_valid_RR"
22.521,1.382721594,-0.00309486636,-0.003100248856,0.00309099675,0.003091680671,0.02476817407,0.02478040343,0.02308011178,0.02308732799,1.380060589,1.380055206,1.386246466,1.38624715,1.383005959,1,1,1,1
22.531,1.382582797,-0.003150172204,-0.003155227946,0.0031466313,0.003147380134,0.02394169423,0.02395275942,0.02205778257,0.02206449592,1.379435462,1.379430406,1.38573228,1.385733029,1.38286021,1,1,1,1
22.541,1.382450737,-0.003150172204,-0.003155227946,0.0031466313,0.003147380134,0.02394169423,0.02395275942,0.02205778257,0.02206449592,1.379435462,1.379430406,1.38573228,1.385733029,1.382718252,1,1,1,1
22.551,1.382322596,-0.003150172204,-0.003155227946,0.0031466313,0.003147380134,0.02394169423,0.02395275942,0.02205778257,0.02206449592,1.379435462,1.379430406,1.38573228,1.385733029,1.382580117,1,1,1,1
22.561,1.382198406,-0.003150172204,-0.003155227946,0.0031466313,0.003147380134,0.02394169423,0.02395275942,0.02205778257,0.02206449592,1.379435462,1.379430406,1.38573228,1.385733029,1.382445836,1,1,1,1
22.571,1.38207541,-0.003207011674,-0.003211577938,0.00320332212,0.003204126683,0.02299342889,0.02300233572,0.02092786735,0.02093359371,1.378871173,1.378866607,1.385281522,1.385282327,1.382315435,1,1,1,1
22.581,1.381959215,-0.003207011674,-0.003211577938,0.00320332212,0.003204126683,0.02299342889,0.02300233572,0.02092786735,0.02093359371,1.378871173,1.378866607,1.385281522,1.385282327,1.382188942,1,1,1,1
22.591,1.381847059,-0.003207011674,-0.003211577938,0.00320332212,0.003204126683,0.02299342889,0.02300233572,0.02092786735,0.02093359371,1.378871173,1.378866607,1.385281522,1.385282327,1.382066381,1,1,1,1
22.601,1.381738967,-0.003207011674,-0.003211577938,0.00320332212,0.003204126683,0.02299342889,0.02300233572,0.02092786735,0.02093359371,1.378871173,1.378866607,1.385281522,1.385282327,1.381947776,1,1,1,1
22.611,1.381631974,-0.003265076774,-0.003269002665,0.003260648685,0.003261497966,0.02193050193,0.02193633661,0.0196984254,0.01970271252,1.37836987,1.378365944,1.38489561,1.38489646,1.381833147,1,1,1,1
22.621,1.381532077,-0.003265076774,-0.003269002665,0.003260648685,0.003261497966,0.02193050193,0.02193633661,0.0196984254,0.01970271252,1.37836987,1.378365944,1.38489561,1.38489646,1.381722515,1,1,1,1
22.631,1.381436307,-0.003265076774,-0.003269002665,0.003260648685,0.003261497966,0.02193050193,0.02193633661,0.0196984254,0.01970271252,1.37836987,1.378365944,1.38489561,1.38489646,1.381615897,1,1,1,1
22.641,1.381344682,-0.003265076774,-0.003269002665,0.003260648685,0.003261497966,0.02193050193,0.02193633661,0.0196984254,0.01970271252,1.37836987,1.378365944,1.38489561,1.38489646,1.381513309,1,1,1,1
22.651,1.381253707,-0.003324048014,-0.003327201911,0.003318173776,0.003319055351,0.02076091898,0.02076289876,0.01837834334,0.01838079598,1.377933153,1.377929999,1.38457539,1.384576272,1.381414767,1,1,1,1
22.661,1.381170415,-0.003324048014,-0.003327201911,0.003318173776,0.003319055351,0.02076091898,0.02076289876,0.01837834334,0.01838079598,1.377933153,1.377929999,1.38457539,1.384576272,1.381320283,1,1,1,1
22.671,1.381091307,-0.003324048014,-0.003327201911,0.003318173776,0.003319055351,0.02076091898,0.02076289876,0.01837834334,0.01838079598,1.377933153,1.377929999,1.38457539,1.384576272,1.381229868,1,1,1,1
22.681,1.381016394,-0.003324048014,-0.003327201911,0.003318173776,0.003319055351,0.02076091898,0.02076289876,0.01837834334,0.01838079598,1.377933153,1.377929999,1.38457539,1.384576272,1.381143532,1,1,1,1
22.691,1.380941266,-0.003383589832,-0.00338586563,0.00337545306,0.003376353566,0.01949353012,0.01949104522,0.01697729519,0.01697759643,1.377562076,1.3775598,1.384321135,1.384322036,1.381061282,1,1,1,1
22.701,1.380874762,-0.003383589832,-0.00338586563,0.00337545306,0.003376353566,0.01949353012,0.01949104522,0.01697729519,0.01697759643,1.377562076,1.3775598,1.384321135,1.384322036,1.380983125,1,1,1,1
22.711,1.380812469,-0.003383589832,-0.00338586563,0.00337545306,0.003376353566,0.01949353012,0.01949104522,0.01697729519,0.01697759643,1.377562076,1.3775598,1.384321135,1.384322036,1.380909064,1,1,1,1
22.721,1.380754389,-0.003383589832,-0.00338586563,0.00337545306,0.003376353566,0.01949353012,0.01949104522,0.01697729519,0.01697759643,1.377562076,1.3775598,1.384321135,1.384322036,1.380839103,1,1,1,1
22.731,1.380694765,-0.003443348106,-0.003444670002,0.00343204545,0.003432951098,0.01813796216,0.01813060714,0.01550566543,0.01550359307,1.377257158,1.377255837,1.384132568,1.384133474,1.380773242,1,1,1,1
22.741,1.38064511,-0.003443348106,-0.003444670002,0.00343204545,0.003432951098,0.01813796216,0.01813060714,0.01550566543,0.01550359307,1.377257158,1.377255837,1.384132568,1.384133474,1.38071148,1,1,1,1
22.751,1.380599664,-0.003443348106,-0.003444670002,0.00343204545,0.003432951098,0.01813796216,0.01813060714,0.01550566543,0.01550359307,1.377257158,1.377255837,1.384132568,1.384133474,1.380653816,1,1,1,1
22.761,1.38055842,-0.003443348106,-0.003444670002,0.00343204545,0.003432951098,0.01813796216,0.01813060714,0.01550566543,0.01550359307,1.377257158,1.377255837,1.384132568,1.384133474,1.380600244,1,1,1,1
22.771,1.380513801,-0.003502949992,-0.003503275599,0.003487523292,0.003488420383,0.01670452314,0.01669211644,0.01397443889,0.01396987637,1.377018405,1.37701808,1.384008895,1.384009792,1.380550721,1,1,1,1
22.781,1.380480825,-0.003502949992,-0.003503275599,0.003487523292,0.003488420383,0.01670452314,0.01669211644,0.01397443889,0.01396987637,1.377018405,1.37701808,1.384008895,1.384009792,1.380505174,1,1,1,1
22.791,1.380451921,-0.003502949992,-0.003503275599,0.003487523292,0.003488420383,0.01670452314,0.01669211644,0.01397443889,0.01396987637,1.377018405,1.37701808,1.384008895,1.384009792,1.380463597,1,1,1,1
22.801,1.380427071,-0.003502949992,-0.003503275599,0.003487523292,0.003488420383,0.01670452314,0.01669211644,0.01397443889,0.01396987637,1.377018405,1.37701808,1.384008895,1.384009792,1.380425972,1,1,1,1
22.811,1.380394991,-0.003561768528,-0.003561081054,0.003538466442,0.003539341852,0.01520637896,0.01518894504,0.01240591608,0.01239885636,1.376844463,1.376845151,1.383944715,1.383945591,1.380392277,1,1,1,1
22.821,1.380378172,-0.003561768528,-0.003561081054,0.003538466442,0.003539341852,0.01520637896,0.01518894504,0.01240591608,0.01239885636,1.376844463,1.376845151,1.383944715,1.383945591,1.380362491,1,1,1,1
22.831,1.380365329,-0.003561768528,-0.003561081054,0.003538466442,0.003539341852,0.01520637896,0.01518894504,0.01240591608,0.01239885636,1.376844463,1.376845151,1.383944715,1.383945591,1.380336588,1,1,1,1
22.841,1.380356435,-0.003561768528,-0.003561081054,0.003538466442,0.003539341852,0.01520637896,0.01518894504,0.01240591608,0.01239885636,1.376844463,1.376845151,1.383944715,1.383945591,1.380314543,1,1,1,1
22.851,1.380337128,-0.003618321826,-0.00361661324,0.003588365926,0.003589208787,0.01365806303,0.01363580542,0.01080736066,0.0107979228,1.376733124,1.376734832,1.383939829,1.383940671,1.38029633,1,1,1,1
22.861,1.380336047,-0.003618321826,-0.00361661324,0.003588365926,0.003589208787,0.01365806303,0.01363580542,0.01080736066,0.0107979228,1.376733124,1.376734832,1.383939829,1.383940671,1.38028192,1,1,1,1
22.871,1.380338825,-0.003618321826,-0.00361661324,0.003588365926,0.003589208787,0.01365806303,0.01363580542,0.01080736066,0.0107979228,1.376733124,1.376734832,1.383939829,1.383940671,1.380271285,1,1,1,1
22.881,1.380345432,-0.003618321826,-0.00361661324,0.003588365926,0.003589208787,0.01365806303,0.01363580542,0.01080736066,0.0107979228,1.376733124,1.376734832,1.383939829,1.383940671,1.380264393,1,1,1,1
22.891,1.380337871,-0.003673240415,-0.003670596332,0.003635576632,0.003636374699,0.01207214421,0.01204560185,0.009192311542,0.009180685748,1.376682576,1.37668522,1.38399141,1.383992208,1.380261212,1,1,1,1
22.901,1.380352033,-0.003673240415,-0.003670596332,0.003635576632,0.003636374699,0.01207214421,0.01204560185,0.009192311542,0.009180685748,1.376682576,1.37668522,1.38399141,1.383992208,1.38026171,1,1,1,1
22.911,1.38036992,-0.003673240415,-0.003670596332,0.003635576632,0.003636374699,0.01207214421,0.01204560185,0.009192311542,0.009180685748,1.376682576,1.37668522,1.38399141,1.383992208,1.380265851,1,1,1,1
22.921,1.380391495,-0.003673240415,-0.003670596332,0.003635576632,0.003636374699,0.01207214421,0.01204560185,0.009192311542,0.009180685748,1.376682576,1.37668522,1.38399141,1.383992208,1.3802736,1,1,1,1
22.931,1.38039473,-0.003726029036,-0.003722520529,0.003679896664,0.00368063969,0.01046117624,0.01043089702,0.007573374888,0.007559783686,1.376690674,1.376694182,1.384096617,1.38409736,1.38028492,1,1,1,1
22.941,1.380423568,-0.003726029036,-0.003722520529,0.003679896664,0.00368063969,0.01046117624,0.01043089702,0.007573374888,0.007559783686,1.376690674,1.376694182,1.384096617,1.38409736,1.380299773,1,1,1,1
22.951,1.380455978,-0.003726029036,-0.003722520529,0.003679896664,0.00368063969,0.01046117624,0.01043089702,0.007573374888,0.007559783686,1.376690674,1.376694182,1.384096617,1.38409736,1.38031812,1,1,1,1
22.961,1.380491921,-0.003726029036,-0.003722520529,0.003679896664,0.00368063969,0.01046117624,0.01043089702,0.007573374888,0.007559783686,1.376690674,1.376694182,1.384096617,1.38409736,1.380339921,1,1,1,1
22.971,1.380505082,-0.003776274773,-0.00377199995,0.003721220654,0.003721900485,0.008837189103,0.008803758592,0.005962205872,0.005946956649,1.376755061,1.376759335,1.384252574,1.384253254,1.380365134,1,1,1,1
22.981,1.380547963,-0.003776274773,-0.00377199995,0.003721220654,0.003721900485,0.008837189103,0.008803758592,0.005962205872,0.005946956649,1.376755061,1.376759335,1.384252574,1.384253254,1.380393716,1,1,1,1
22.991,1.380594248,-0.003776274773,-0.00377199995,0.003721220654,0.003721900485,0.008837189103,0.008803758592,0.005962205872,0.005946956649,1.376755061,1.376759335,1.384252574,1.384253254,1.380425624,1,1,1,1
23.001,1.380643894,-0.003776274773,-0.00377199995,0.003721220654,0.003721900485,0.008837189103,0.008803758592,0.005962205872,0.005946956649,1.376755061,1.376759335,1.384252574,1.384253254,1.380460814,1,1,1,1
23.011,1.380666136,-0.003823662252,-0.003818741274,0.003759417218,0.003760027899,0.007211671603,0.007176008819,0.00436984485,0.00435333266,1.376873174,1.376878095,1.384456271,1.384456882,1.380499239,1,1,1,1
23.021,1.380722366,-0.003823662252,-0.003818741274,0.003759417218,0.003760027899,0.007211671603,0.007176008819,0.00436984485,0.00435333266,1.376873174,1.376878095,1.384456271,1.384456882,1.380540854,1,1,1,1
23.031,1.380781818,-0.003823662252,-0.003818741274,0.003759417218,0.003760027899,0.007211671603,0.007176008819,0.00436984485,0.00435333266,1.376873174,1.376878095,1.384456271,1.384456882,1.380585612,1,1,1,1
23.041,1.380844445,-0.003823662252,-0.003818741274,0.003759417218,0.003760027899,0.007211671603,0.007176008819,0.00436984485,0.00435333266,1.376873174,1.376878095,1.384456271,1.384456882,1.380633462,1,1,1,1
23.051,1.380874956,-0.003867912317,-0.003862485468,0.003794392069,0.003794929952,0.005595914,0.005559032237,0.002806620348,0.002789314826,1.377042268,1.377047695,1.384704591,1.384705129,1.380684358,1,1,1,1
23.061,1.380943786,-0.003867912317,-0.003862485468,0.003794392069,0.003794929952,0.005595914,0.005559032237,0.002806620348,0.002789314826,1.377042268,1.377047695,1.384704591,1.384705129,1.380738248,1,1,1,1
23.071,1.381015644,-0.003867912317,-0.003862485468,0.003794392069,0.003794929952,0.005595914,0.005559032237,0.002806620348,0.002789314826,1.377042268,1.377047695,1.384704591,1.384705129,1.380795081,1,1,1,1
23.081,1.381090478,-0.003867912317,-0.003862485468,0.003794392069,0.003794929952,0.005595914,0.005559032237,0.002806620348,0.002789314826,1.377042268,1.377047695,1.384704591,1.384705129,1.380854808,1,1,1,1
23.091,1.381128522,-0.003908794355,-0.003903018649,0.003826165787,0.003826629502,0.004000569647,0.003963528976,0.001281867639,0.001264269547,1.377259433,1.377265209,1.384994412,1.384994875,1.380917387,1,1,1,1
23.101,1.381209182,-0.003908794355,-0.003903018649,0.003826165787,0.003826629502,0.004000569647,0.003963528976,0.001281867639,0.001264269547,1.377259433,1.377265209,1.384994412,1.384994875,1.380982774,1,1,1,1
23.111,1.381292693,-0.003908794355,-0.003903018649,0.003826165787,0.003826629502,0.004000569647,0.003963528976,0.001281867639,0.001264269547,1.377259433,1.377265209,1.384994412,1.384994875,1.381050928,1,1,1,1
23.121,1.381379016,-0.003908794355,-0.003903018649,0.003826165787,0.003826629502,0.004000569647,0.003963528976,0.001281867639,0.001264269547,1.377259433,1.377265209,1.384994412,1.384994875,1.381121805,1,1,1,1
23.131,1.381424374,-0.003946210609,-0.003940289599,0.003855517365,0.003855907639,0.002434917543,0.002398860628,0.0001987130389,0.0002161159544,1.377521879,1.3775278,1.385323625,1.385324016,1.381195362,1,1,1,1
23.141,1.381516193,-0.003946210609,-0.003940289599,0.003855517365,0.003855907639,0.002434917543,0.002398860628,0.0001987130389,0.0002161159544,1.377521879,1.3775278,1.385323625,1.385324016,1.381271555,1,1,1,1
23.151,1.381610698,-0.003946210609,-0.003940289599,0.003855517365,0.003855907639,0.002434917543,0.002398860628,0.0001987130389,0.0002161159544,1.377521879,1.3775278,1.385323625,1.385324016,1.38135034,1,1,1,1
23.161,1.381707845,-0.003946210609,-0.003940289599,0.003855517365,0.003855907639,0.002434917543,0.002398860628,0.0001987130389,0.0002161159544,1.377521879,1.3775278,1.385323625,1.385324016,1.38143167,1,1,1,1
23.171,1.381760129,-0.003980444186,-0.003974511261,0.003882320095,0.003882640185,0.0009063899503,0.0008722386724,0.001629706516,0.00164643325,1.377827127,1.37783306,1.38568991,1.38569023,1.381515501,1,1,1,1
23.181,1.381862427,-0.003980444186,-0.003974511261,0.003882320095,0.003882640185,0.0009063899503,0.0008722386724,0.001629706516,0.00164643325,1.377827127,1.37783306,1.38568991,1.38569023,1.381601786,1,1,1,1
23.191,1.381967233,-0.003980444186,-0.003974511261,0.003882320095,0.003882640185,0.0009063899503,0.0008722386724,0.001629706516,0.00164643325,1.377827127,1.37783306,1.38568991,1.38569023,1.381690477,1,1,1,1
23.201,1.3820745,-0.003980444186,-0.003974511261,0.003882320095,0.003882640185,0.0009063899503,0.0008722386724,0.001629706516,0.00164643325,1.377827127,1.37783306,1.38568991,1.38569023,1.381781527,1,1,1,1
23.211,1.382133183,-0.004011505376,-0.004005715572,0.003906404802,0.003906660459,0.0005784434949,0.0006096862354,0.003005623593,0.003021144453,1.378172656,1.378178446,1.386090586,1.386090841,1.381874887,1,1,1,1
23.221,1.38224523,-0.004011505376,-0.004005715572,0.003906404802,0.003906660459,0.0005784434949,0.0006096862354,0.003005623593,0.003021144453,1.378172656,1.378178446,1.386090586,1.386090841,1.381970507,1,1,1,1
23.231,1.382359594,-0.004011505376,-0.004005715572,0.003906404802,0.003906660459,0.0005784434949,0.0006096862354,0.003005623593,0.003021144453,1.378172656,1.378178446,1.386090586,1.386090841,1.382068339,1,1,1,1
23.241,1.382476225,-0.004011505376,-0.004005715572,0.003906404802,0.003906660459,0.0005784434949,0.0006096862354,0.003005623593,0.003021144453,1.378172656,1.378178446,1.386090586,1.386090841,1.382168332,1,1,1,1
23.251,1.382540706,-0.0040393414,-0.004033841971,0.003927668114,0.003927866743,0.00201326358,0.002040710063,0.004321168346,0.00433501587,1.378555713,1.378561213,1.386522742,1.386522941,1.382270434,1,1,1,1
23.261,1.38266172,-0.0040393414,-0.004033841971,0.003927668114,0.003927866743,0.00201326358,0.002040710063,0.004321168346,0.00433501587,1.378555713,1.378561213,1.386522742,1.386522941,1.382374594,1,1,1,1
23.271,1.382784848,-0.0040393414,-0.004033841971,0.003927668114,0.003927866743,0.00201326358,0.002040710063,0.004321168346,0.00433501587,1.378555713,1.378561213,1.386522742,1.386522941,1.382480759,1,1,1,1
23.281,1.382910037,-0.0040393414,-0.004033841971,0.003927668114,0.003927866743,0.00201326358,0.002040710063,0.004321168346,0.00433501587,1.378555713,1.378561213,1.386522742,1.386522941,1.382588877,1,1,1,1
23.291,1.382979637,-0.004063916204,-0.004058831233,0.003946011638,0.003946161569,0.003391977189,0.003414936732,0.005571264899,0.005583071288,1.378973297,1.378978382,1.386983244,1.386983394,1.382698895,1,1,1,1
23.301,1.383108786,-0.004063916204,-0.004058831233,0.003946011638,0.003946161569,0.003391977189,0.003414936732,0.005571264899,0.005583071288,1.378973297,1.378978382,1.386983244,1.386983394,1.382810758,1,1,1,1
23.311,1.383239833,-0.004063916204,-0.004058831233,0.003946011638,0.003946161569,0.003391977189,0.003414936732,0.005571264899,0.005583071288,1.378973297,1.378978382,1.386983244,1.386983394,1.382924413,1,1,1,1
23.321,1.383372723,-0.004063916204,-0.004058831233,0.003946011638,0.003946161569,0.003391977189,0.003414936732,0.005571264899,0.005583071288,1.378973297,1.378978382,1.386983244,1.386983394,1.383039804,1,1,1,1
23.331,1.383446687,-0.004085214235,-0.004080634221,0.003961343498,0.003961453375,0.004708720242,0.004726749019,0.006751070515,0.006760589468,1.379422165,1.379426745,1.387468742,1.387468852,1.383156877,1,1,1,1
23.341,1.383583093,-0.004085214235,-0.004080634221,0.003961343498,0.003961453375,0.004708720242,0.004726749019,0.006751070515,0.006760589468,1.379422165,1.379426745,1.387468742,1.387468852,1.383275577,1,1,1,1
23.351,1.383721172,-0.004085214235,-0.004080634221,0.003961343498,0.003961453375,0.004708720242,0.004726749019,0.006751070515,0.006760589468,1.379422165,1.379426745,1.387468742,1.387468852,1.383395846,1,1,1,1
23.361,1.383860865,-0.004085214235,-0.004080634221,0.003961343498,0.003961453375,0.004708720242,0.004726749019,0.006751070515,0.006760589468,1.379422165,1.379426745,1.387468742,1.387468852,1.38351763,1,1,1,1
23.371,1.383938367,-0.004103235425,-0.004099215207,0.003973581787,0.003973660064,0.00595790151,0.005970806549,0.007856009341,0.00786311671,1.37989886,1.37990288,1.387975697,1.387975775,1.383640871,1,1,1,1
23.381,1.384081114,-0.004103235425,-0.004099215207,0.003973581787,0.003973660064,0.00595790151,0.005970806549,0.007856009341,0.00786311671,1.37989886,1.37990288,1.387975697,1.387975775,1.383765513,1,1,1,1
23.391,1.3842253,-0.004103235425,-0.004099215207,0.003973581787,0.003973660064,0.00595790151,0.005970806549,0.007856009341,0.00786311671,1.37989886,1.37990288,1.387975697,1.387975775,1.383891499,1,1,1,1
23.401,1.384370865,-0.004103235425,-0.004099215207,0.003973581787,0.003973660064,0.00595790151,0.005970806549,0.007856009341,0.00786311671,1.37989886,1.37990288,1.387975697,1.387975775,1.384018771,1,1,1,1
23.411,1.384451014,-0.004117991503,-0.004114550057,0.003982659687,0.003982714175,0.007134249135,0.007142081212,0.008881816041,0.008886505895,1.380399738,1.380403179,1.388500409,1.388500463,1.384147271,1,1,1,1
23.421,1.384599156,-0.004117991503,-0.004114550057,0.003982659687,0.003982714175,0.007134249135,0.007142081212,0.008881816041,0.008886505895,1.380399738,1.380403179,1.388500409,1.388500463,1.384276943,1,1,1,1
23.431,1.384748497,-0.004117991503,-0.004114550057,0.003982659687,0.003982714175,0.007134249135,0.007142081212,0.008881816041,0.008886505895,1.380399738,1.380403179,1.388500409,1.388500463,1.384407728,1,1,1,1
23.441,1.384898975,-0.004117991503,-0.004114550057,0.003982659687,0.003982714175,0.007134249135,0.007142081212,0.008881816041,0.008886505895,1.380399738,1.380403179,1.388500409,1.388500463,1.384539568,1,1,1,1
23.451,1.384980833,-0.004129502388,-0.004126624938,0.003988531227,0.003988568695,0.008232870468,0.008235905437,0.009824594134,0.009826970669,1.380921008,1.380923886,1.389039061,1.389039099,1.384672405,1,1,1,1
23.461,1.385133404,-0.004129502388,-0.004126624938,0.003988531227,0.003988568695,0.008232870468,0.008235905437,0.009824594134,0.009826970669,1.380921008,1.380923886,1.389039061,1.389039099,1.384806181,1,1,1,1
23.471,1.385286928,-0.004129502388,-0.004126624938,0.003988531227,0.003988568695,0.008232870468,0.008235905437,0.009824594134,0.009826970669,1.380921008,1.380923886,1.389039061,1.389039099,1.384940837,1,1,1,1
23.481,1.385441346,-0.004129502388,-0.004126624938,0.003988531227,0.003988568695,0.008232870468,0.008235905437,0.009824594134,0.009826970669,1.380921008,1.380923886,1.389039061,1.389039099,1.385076316,1,1,1,1
23.491,1.385523945,-0.004137794097,-0.004135435587,0.003991176787,0.003991202648,0.009249318296,0.009248030028,0.01068088402,0.01068114958,1.381458781,1.381461139,1.389587771,1.389587797,1.385212558,1,1,1,1
23.501,1.385679964,-0.004137794097,-0.004135435587,0.003991176787,0.003991202648,0.009249318296,0.009248030028,0.01068088402,0.01068114958,1.381458781,1.381461139,1.389587771,1.389587797,1.385349506,1,1,1,1
23.511,1.385836692,-0.004137794097,-0.004135435587,0.003991176787,0.003991202648,0.009249318296,0.009248030028,0.01068088402,0.01068114958,1.381458781,1.381461139,1.389587771,1.389587797,1.385487101,1,1,1,1
23.521,1.385994067,-0.004137794097,-0.004135435587,0.003991176787,0.003991202648,0.009249318296,0.009248030028,0.01068088402,0.01068114958,1.381458781,1.381461139,1.389587771,1.389587797,1.385625285,1,1,1,1
23.531,1.386076431,-0.004142897843,-0.004140987852,0.003990607629,0.003990625718,0.01017966026,0.01017468479,0.01144773492,0.01144617374,1.382009111,1.382011021,1.390142636,1.390142654,1.385764001,1,1,1,1
23.541,1.386234918,-0.004142897843,-0.004140987852,0.003990607629,0.003990625718,0.01017966026,0.01017468479,0.01144773492,0.01144617374,1.382009111,1.382011021,1.390142636,1.390142654,1.385903189,1,1,1,1
23.551,1.386393869,-0.004142897843,-0.004140987852,0.003990607629,0.003990625718,0.01017966026,0.01017468479,0.01144773492,0.01144617374,1.382009111,1.382011021,1.390142636,1.390142654,1.386042792,1,1,1,1
23.561,1.386553223,-0.004142897843,-0.004140987852,0.003990607629,0.003990625718,0.01017966026,0.01017468479,0.01144773492,0.01144617374,1.382009111,1.382011021,1.390142636,1.390142654,1.386182753,1,1,1,1
23.571,1.386634389,-0.004144850458,-0.004143299205,0.003986868909,0.003986881378,0.01102054516,0.01101263819,0.01212277385,0.0121197323,1.38256805,1.382569601,1.390699789,1.390699802,1.386323013,1,1,1,1
23.581,1.386794369,-0.004144850458,-0.004143299205,0.003986868909,0.003986881378,0.01102054516,0.01101263819,0.01212277385,0.0121197323,1.38256805,1.382569601,1.390699789,1.390699802,1.386463516,1,1,1,1
23.591,1.386954572,-0.004144850458,-0.004143299205,0.003986868909,0.003986881378,0.01102054516,0.01101263819,0.01212277385,0.0121197323,1.38256805,1.382569601,1.390699789,1.390699802,1.386604204,1,1,1,1
23.601,1.387114938,-0.004144850458,-0.004143299205,0.003986868909,0.003986881378,0.01102054516,0.01101263819,0.01212277385,0.0121197323,1.38256805,1.382569601,1.390699789,1.390699802,1.386745021,1,1,1,1
23.611,1.387193977,-0.004143695908,-0.004142400992,0.003980040875,0.003980048193,0.01176926119,0.01175925146,0.01270426532,0.01270012993,1.383131692,1.383132987,1.391255449,1.391255456,1.386885909,1,1,1,1
23.621,1.387354492,-0.004143695908,-0.004142400992,0.003980040875,0.003980048193,0.01176926119,0.01175925146,0.01270426532,0.01270012993,1.383131692,1.383132987,1.391255449,1.391255456,1.387026814,1,1,1,1
23.631,1.387514994,-0.004143695908,-0.004142400992,0.003980040875,0.003980048193,0.01176926119,0.01175925146,0.01270426532,0.01270012993,1.383131692,1.383132987,1.391255449,1.391255456,1.387167678,1,1,1,1
23.641,1.387675423,-0.004143695908,-0.004142400992,0.003980040875,0.003980048193,0.01176926119,0.01175925146,0.01270426532,0.01270012993,1.383131692,1.383132987,1.391255449,1.391255456,1.387308446,1,1,1,1
23.651,1.387751461,-0.004139487618,-0.004138341078,0.003970238151,0.003970239202,0.01242366686,0.01241240943,0.01319061419,0.01318578882,1.383696217,1.383697363,1.391805962,1.391805963,1.387449064,1,1,1,1
23.661,1.387911575,-0.004139487618,-0.004138341078,0.003970238151,0.003970239202,0.01242366686,0.01241240943,0.01319061419,0.01318578882,1.383696217,1.383697363,1.391805962,1.391805963,1.387589475,1,1,1,1
23.671,1.388071447,-0.004139487618,-0.004138341078,0.003970238151,0.003970239202,0.01242366686,0.01241240943,0.01319061419,0.01318578882,1.383696217,1.383697363,1.391805962,1.391805963,1.387729627,1,1,1,1
23.681,1.38823102,-0.004139487618,-0.004138341078,0.003970238151,0.003970239202,0.01242366686,0.01241240943,0.01319061419,0.01318578882,1.383696217,1.383697363,1.391805962,1.391805963,1.387869463,1,1,1,1
23.691,1.388303249,-0.004132291869,-0.004131188081,0.003957605833,0.003957597991,0.01298217144,0.01297050096,0.01358113448,0.01357601659,1.384257929,1.384259033,1.392347847,1.392347839,1.388008932,1,1,1,1
23.701,1.388462062,-0.004132291869,-0.004131188081,0.003957605833,0.003957597991,0.01298217144,0.01297050096,0.01358113448,0.01357601659,1.384257929,1.384259033,1.392347847,1.392347839,1.388147979,1,1,1,1
23.711,1.388620413,-0.004132291869,-0.004131188081,0.003957605833,0.003957597991,0.01298217144,0.01297050096,0.01358113448,0.01357601659,1.384257929,1.384259033,1.392347847,1.392347839,1.388286553,1,1,1,1
23.721,1.388778247,-0.004132291869,-0.004131188081,0.003957605833,0.003957597991,0.01298217144,0.01297050096,0.01358113448,0.01357601659,1.384257929,1.384259033,1.392347847,1.392347839,1.388424601,1,1,1,1
23.731,1.388845961,-0.004122163354,-0.004121021987,0.003942338755,0.003942315724,0.01344393479,0.01343261112,0.01387583383,0.01387082608,1.384813331,1.384814473,1.392877853,1.39287783,1.388562072,1,1,1,1
23.741,1.389002608,-0.004122163354,-0.004121021987,0.003942338755,0.003942315724,0.01344393479,0.01343261112,0.01387583383,0.01387082608,1.384813331,1.384814473,1.392877853,1.39287783,1.388698914,1,1,1,1
23.751,1.389158582,-0.004122163354,-0.004121021987,0.003942338755,0.003942315724,0.01344393479,0.01343261112,0.01387583383,0.01387082608,1.384813331,1.384814473,1.392877853,1.39287783,1.388835077,1,1,1,1
23.761,1.389313833,-0.004122163354,-0.004121021987,0.003942338755,0.003942315724,0.01344393479,0.01343261112,0.01387583383,0.01387082608,1.384813331,1.384814473,1.392877853,1.39287783,1.388970512,1,1,1,1
23.771,1.389376426,-0.004109222058,-0.004107831611,0.003924629399,0.003924588027,0.01380868902,0.01379873601,0.01407533508,0.01407078986,1.385359061,1.385360452,1.393392932,1.393392891,1.38910517,1,1,1,1
23.781,1.389530067,-0.004109222058,-0.004107831611,0.003924629399,0.003924588027,0.01380868902,0.01379873601,0.01407533508,0.01407078986,1.385359061,1.385360452,1.393392932,1.393392891,1.389239003,1,1,1,1
23.791,1.389682828,-0.004109222058,-0.004107831611,0.003924629399,0.003924588027,0.01380868902,0.01379873601,0.01407533508,0.01407078986,1.385359061,1.385360452,1.393392932,1.393392891,1.389371962,1,1,1,1
23.801,1.389834666,-0.004109222058,-0.004107831611,0.003924629399,0.003924588027,0.01380868902,0.01379873601,0.01407533508,0.01407078986,1.385359061,1.385360452,1.393392932,1.393392891,1.389504001,1,1,1,1
